,interval_start,annotation
218,112.0,no_tremor
219,112.5,no_tremor
220,113.0,no_tremor
221,113.5,no_tremor
222,114.0,no_tremor
223,114.5,tremor
224,115.0,tremor
225,115.5,no_tremor
226,116.0,no_tremor
227,116.5,no_tremor
228,117.0,no_tremor
229,117.5,no_tremor
230,118.0,no_tremor
231,118.5,no_tremor
232,119.0,no_tremor
233,119.5,no_tremor
234,120.0,no_tremor
235,120.5,no_tremor
236,121.0,no_tremor
237,121.5,no_tremor
238,122.0,no_tremor
239,122.5,no_tremor
240,123.0,no_tremor
241,123.5,no_tremor
242,124.0,no_tremor
243,124.5,no_tremor
244,125.0,no_tremor
245,125.5,no_tremor
246,126.0,no_tremor
247,126.5,no_tremor
248,127.0,no_tremor
249,127.5,no_tremor
250,128.0,no_tremor
251,128.5,no_tremor
252,129.0,no_tremor
253,129.5,no_tremor
254,130.0,no_tremor
255,130.5,no_tremor
256,131.0,no_tremor
257,131.5,no_tremor
258,132.0,no_tremor
259,132.5,no_tremor
260,133.0,no_tremor
261,133.5,tremor
262,134.0,no_tremor
263,134.5,no_tremor
264,135.0,no_tremor
265,135.5,no_tremor
266,136.0,no_tremor
267,136.5,no_tremor
268,137.0,no_tremor
269,137.5,no_tremor
270,138.0,no_tremor
271,138.5,no_tremor
272,139.0,no_tremor
273,139.5,no_tremor
274,140.0,no_tremor
275,140.5,no_tremor
276,141.0,no_tremor
277,141.5,no_tremor
278,142.0,no_tremor
279,142.5,no_tremor
280,143.0,no_tremor
281,143.5,no_tremor
282,144.0,no_tremor
283,144.5,no_tremor
284,145.0,no_tremor
285,145.5,no_tremor
286,146.0,no_tremor
287,146.5,no_tremor
288,147.0,no_tremor
289,147.5,no_tremor
290,148.0,no_tremor
291,148.5,no_tremor
292,149.0,no_tremor
293,149.5,no_tremor
294,150.0,no_tremor
295,150.5,tremor
296,151.0,no_tremor
297,151.5,no_tremor
298,152.0,no_tremor
299,152.5,no_tremor
300,153.0,no_tremor
301,153.5,no_tremor
302,154.0,no_tremor
303,154.5,no_tremor
304,155.0,no_tremor
305,155.5,no_tremor
306,156.0,no_tremor
307,156.5,no_tremor
308,157.0,no_tremor
309,157.5,no_tremor
310,158.0,no_tremor
311,158.5,no_tremor
312,159.0,no_tremor
313,159.5,no_tremor
314,160.0,no_tremor
315,160.5,no_tremor
316,161.0,no_tremor
317,161.5,no_tremor
318,162.0,no_tremor
319,162.5,no_tremor
320,163.0,no_tremor
321,163.5,no_tremor
322,164.0,tremor
323,164.5,tremor
324,165.0,tremor
325,165.5,tremor
326,166.0,tremor
327,166.5,no_tremor
328,167.0,no_tremor
329,167.5,no_tremor
330,168.0,no_tremor
331,168.5,no_tremor
332,169.0,no_tremor
333,169.5,no_tremor
334,170.0,no_tremor
335,170.5,no_tremor
336,171.0,no_tremor
337,171.5,no_tremor
338,172.0,no_tremor
339,172.5,no_tremor
340,173.0,no_tremor
341,173.5,no_tremor
342,174.0,no_tremor
343,174.5,no_tremor
344,175.0,no_tremor
345,175.5,no_tremor
346,176.0,no_tremor
347,176.5,no_tremor
348,177.0,no_tremor
349,177.5,no_tremor
350,178.0,no_tremor
351,178.5,no_tremor
352,179.0,no_tremor
353,179.5,no_tremor
354,180.0,no_tremor
355,180.5,no_tremor
356,181.0,no_tremor
357,181.5,no_tremor
358,182.0,tremor
359,182.5,no_tremor
360,183.0,no_tremor
361,183.5,no_tremor
362,184.0,no_tremor
363,184.5,no_tremor
364,185.0,no_tremor
365,185.5,no_tremor
366,186.0,no_tremor
367,186.5,no_tremor
368,187.0,no_tremor
369,187.5,no_tremor
370,188.0,no_tremor
371,188.5,no_tremor
372,189.0,no_tremor
373,189.5,no_tremor
374,190.0,no_tremor
375,190.5,no_tremor
376,191.0,no_tremor
377,191.5,no_tremor
378,192.0,no_tremor
379,192.5,no_tremor
380,193.0,no_tremor
381,193.5,no_tremor
382,194.0,no_tremor
383,194.5,no_tremor
384,195.0,no_tremor
385,195.5,no_tremor
386,196.0,no_tremor
387,196.5,no_tremor
388,197.0,no_tremor
389,197.5,no_tremor
390,198.0,no_tremor
391,198.5,no_tremor
392,199.0,no_tremor
393,199.5,no_tremor
2388,200.0,no_tremor.flat
394,200.5,no_tremor
395,201.0,no_tremor
2389,201.5,no_tremor.flat
2390,202.0,no_tremor.flat
396,202.5,no_tremor
397,203.0,no_tremor
398,203.5,no_tremor
399,204.0,no_tremor
400,204.5,no_tremor
401,205.0,no_tremor
402,205.5,no_tremor
403,206.0,no_tremor
404,206.5,no_tremor
405,207.0,no_tremor
406,207.5,no_tremor
407,208.0,no_tremor
408,208.5,no_tremor
409,209.0,no_tremor
410,209.5,no_tremor
411,210.0,no_tremor
412,210.5,no_tremor
413,211.0,no_tremor
414,211.5,no_tremor
415,212.0,no_tremor
416,212.5,no_tremor
417,213.0,no_tremor
418,213.5,no_tremor
419,214.0,no_tremor
420,214.5,no_tremor
421,215.0,no_tremor
422,215.5,no_tremor
423,216.0,no_tremor
424,216.5,no_tremor
425,217.0,no_tremor
426,217.5,no_tremor
427,218.0,no_tremor
428,218.5,no_tremor
429,219.0,no_tremor
430,219.5,no_tremor
431,220.0,no_tremor
432,220.5,no_tremor
433,221.0,no_tremor
434,221.5,no_tremor
435,222.0,no_tremor
436,222.5,no_tremor
437,223.0,no_tremor
438,223.5,no_tremor
439,224.0,no_tremor
440,224.5,no_tremor
441,225.0,no_tremor
442,225.5,no_tremor
443,226.0,no_tremor
444,226.5,no_tremor
445,227.0,no_tremor
446,227.5,no_tremor
447,228.0,no_tremor
448,228.5,no_tremor
449,229.0,no_tremor
450,229.5,no_tremor
451,230.0,no_tremor
452,230.5,no_tremor
453,231.0,no_tremor
454,231.5,tremor
455,232.0,tremor
456,232.5,tremor
457,233.0,tremor
458,233.5,no_tremor
459,234.0,no_tremor
460,234.5,no_tremor
461,235.0,no_tremor
462,235.5,no_tremor
463,236.0,no_tremor
464,236.5,no_tremor
465,237.0,no_tremor
466,237.5,no_tremor
467,238.0,no_tremor
468,238.5,no_tremor
469,239.0,no_tremor
470,239.5,no_tremor
471,240.0,no_tremor
472,240.5,no_tremor
473,241.0,no_tremor
474,241.5,no_tremor
475,242.0,no_tremor
476,242.5,no_tremor
477,243.0,no_tremor
478,243.5,no_tremor
479,244.0,no_tremor
480,244.5,no_tremor
481,245.0,no_tremor
482,245.5,no_tremor
483,246.0,no_tremor
484,246.5,no_tremor
485,247.0,no_tremor
486,247.5,no_tremor
487,248.0,no_tremor
488,248.5,no_tremor
489,249.0,no_tremor
490,249.5,no_tremor
491,250.0,no_tremor
492,250.5,no_tremor
493,251.0,no_tremor
494,251.5,tremor
495,252.0,no_tremor
496,252.5,no_tremor
497,253.0,no_tremor
498,253.5,tremor
499,254.0,no_tremor
500,254.5,no_tremor
501,255.0,tremor
502,255.5,tremor
503,256.0,tremor
504,256.5,no_tremor
505,257.0,tremor
506,257.5,tremor
507,258.0,no_tremor
508,258.5,no_tremor
509,259.0,no_tremor
510,259.5,no_tremor
511,260.0,no_tremor
512,260.5,no_tremor
513,261.0,no_tremor
514,261.5,no_tremor
515,262.0,no_tremor
516,262.5,no_tremor
517,263.0,no_tremor
518,263.5,no_tremor
519,264.0,no_tremor
520,264.5,no_tremor
521,265.0,no_tremor
522,265.5,no_tremor
523,266.0,no_tremor
524,266.5,no_tremor
525,267.0,no_tremor
526,267.5,no_tremor
527,268.0,no_tremor
528,268.5,no_tremor
529,269.0,no_tremor
530,269.5,no_tremor
531,270.0,no_tremor
532,270.5,no_tremor
533,271.0,no_tremor
534,271.5,no_tremor
535,272.0,no_tremor
536,272.5,no_tremor
537,273.0,no_tremor
538,273.5,no_tremor
539,274.0,no_tremor
540,274.5,no_tremor
541,275.0,no_tremor
542,275.5,no_tremor
543,276.0,no_tremor
544,276.5,no_tremor
545,277.0,no_tremor
2369,277.5,no_tremor.flat
546,278.0,no_tremor
2370,278.5,no_tremor.flat
2371,279.0,no_tremor.flat
547,279.5,no_tremor
2372,280.0,no_tremor.flat
2375,280.5,no_tremor.flat
548,281.0,no_tremor
549,281.5,no_tremor
550,282.0,tremor
551,282.5,no_tremor
552,283.0,no_tremor
553,283.5,no_tremor
554,284.0,no_tremor
555,284.5,no_tremor
556,285.0,no_tremor
557,285.5,no_tremor
558,286.0,no_tremor
559,286.5,no_tremor
560,287.0,no_tremor
561,287.5,no_tremor
562,288.0,no_tremor
563,288.5,no_tremor
564,289.0,no_tremor
565,289.5,no_tremor
566,290.0,no_tremor
567,290.5,no_tremor
568,291.0,no_tremor
569,291.5,no_tremor
570,292.0,no_tremor
571,292.5,no_tremor
572,293.0,no_tremor
573,293.5,no_tremor
574,294.0,no_tremor
575,294.5,no_tremor
576,295.0,no_tremor
577,295.5,no_tremor
578,296.0,tremor
579,296.5,no_tremor
580,297.0,no_tremor
581,297.5,tremor
582,298.0,tremor
583,298.5,tremor
584,299.0,tremor
585,299.5,no_tremor
586,300.0,no_tremor
587,300.5,no_tremor
588,301.0,no_tremor
589,301.5,no_tremor
590,302.0,no_tremor
591,302.5,no_tremor
592,303.0,no_tremor
593,303.5,no_tremor
594,304.0,no_tremor
595,304.5,no_tremor
596,305.0,no_tremor
597,305.5,no_tremor
598,306.0,no_tremor
599,306.5,no_tremor
600,307.0,no_tremor
601,307.5,no_tremor
602,308.0,no_tremor
603,308.5,no_tremor
604,309.0,tremor
605,309.5,no_tremor
606,310.0,no_tremor
607,310.5,no_tremor
608,311.0,no_tremor
609,311.5,no_tremor
610,312.0,no_tremor
611,312.5,no_tremor
612,313.0,no_tremor
613,313.5,no_tremor
614,314.0,no_tremor
615,314.5,no_tremor
616,315.0,no_tremor
617,315.5,no_tremor
618,316.0,no_tremor
619,316.5,no_tremor
620,317.0,no_tremor
621,317.5,no_tremor
622,318.0,no_tremor
623,318.5,no_tremor
624,319.0,no_tremor
625,319.5,tremor
626,320.0,tremor
627,320.5,tremor
628,321.0,tremor
629,321.5,no_tremor
630,322.0,no_tremor
631,322.5,no_tremor
632,323.0,no_tremor
633,323.5,no_tremor
634,324.0,no_tremor
635,324.5,no_tremor
636,325.0,no_tremor
637,325.5,no_tremor
638,326.0,no_tremor
639,326.5,no_tremor
640,327.0,no_tremor
641,327.5,no_tremor
642,328.0,no_tremor
643,328.5,no_tremor
644,329.0,no_tremor
645,329.5,no_tremor
646,330.0,no_tremor
2391,330.5,no_tremor.flat
647,331.0,no_tremor
648,331.5,no_tremor
649,332.0,no_tremor
650,332.5,no_tremor
651,333.0,no_tremor
652,333.5,no_tremor
653,334.0,no_tremor
654,334.5,no_tremor
655,335.0,no_tremor
656,335.5,no_tremor
657,336.0,no_tremor
658,336.5,no_tremor
659,337.0,no_tremor
660,337.5,no_tremor
661,338.0,no_tremor
662,338.5,no_tremor
663,339.0,no_tremor
664,339.5,no_tremor
665,340.0,no_tremor
666,340.5,no_tremor
667,341.0,no_tremor
668,341.5,no_tremor
669,342.0,no_tremor
670,342.5,no_tremor
671,343.0,no_tremor
672,343.5,no_tremor
673,344.0,no_tremor
674,344.5,no_tremor
675,345.0,no_tremor
676,345.5,no_tremor
677,346.0,no_tremor
678,346.5,no_tremor
679,347.0,no_tremor
680,347.5,no_tremor
681,348.0,no_tremor
682,348.5,no_tremor
683,349.0,no_tremor
684,349.5,no_tremor
685,350.0,no_tremor
686,350.5,no_tremor
687,351.0,no_tremor
688,351.5,no_tremor
689,352.0,no_tremor
690,352.5,no_tremor
691,353.0,no_tremor
692,353.5,no_tremor
693,354.0,no_tremor
694,354.5,no_tremor
695,355.0,no_tremor
696,355.5,no_tremor
697,356.0,no_tremor
698,356.5,no_tremor
699,357.0,no_tremor
700,357.5,no_tremor
701,358.0,no_tremor
702,358.5,no_tremor
703,359.0,no_tremor
704,359.5,no_tremor
705,360.0,no_tremor
706,360.5,no_tremor
707,361.0,no_tremor
708,361.5,no_tremor
709,362.0,no_tremor
710,362.5,no_tremor
711,363.0,no_tremor
712,363.5,no_tremor
713,364.0,no_tremor
714,364.5,no_tremor
715,365.0,no_tremor
716,365.5,no_tremor
717,366.0,no_tremor
718,366.5,no_tremor
719,367.0,no_tremor
720,367.5,no_tremor
721,368.0,no_tremor
722,368.5,no_tremor
723,369.0,no_tremor
724,369.5,no_tremor
725,370.0,no_tremor
726,370.5,no_tremor
727,371.0,no_tremor
728,371.5,no_tremor
729,372.0,no_tremor
730,372.5,no_tremor
731,373.0,no_tremor
732,373.5,no_tremor
733,374.0,no_tremor
734,374.5,no_tremor
735,375.0,no_tremor
736,375.5,no_tremor
737,376.0,no_tremor
738,376.5,no_tremor
739,377.0,no_tremor
740,377.5,no_tremor
741,378.0,no_tremor
742,378.5,no_tremor
743,379.0,no_tremor
744,379.5,no_tremor
745,380.0,no_tremor
746,380.5,no_tremor
747,381.0,no_tremor
748,381.5,no_tremor
749,382.0,no_tremor
750,382.5,no_tremor
751,383.0,no_tremor
752,383.5,tremor
753,384.0,tremor
754,384.5,no_tremor
755,385.0,no_tremor
756,385.5,no_tremor
757,386.0,no_tremor
758,386.5,no_tremor
759,387.0,no_tremor
760,387.5,no_tremor
761,388.0,no_tremor
762,388.5,no_tremor
763,389.0,no_tremor
764,389.5,no_tremor
765,390.0,no_tremor
766,390.5,no_tremor
767,391.0,no_tremor
768,391.5,no_tremor
769,392.0,no_tremor
770,392.5,no_tremor
771,393.0,no_tremor
772,393.5,tremor
773,394.0,no_tremor
774,394.5,no_tremor
775,395.0,no_tremor
776,395.5,no_tremor
777,396.0,no_tremor
778,396.5,no_tremor
779,397.0,no_tremor
780,397.5,no_tremor
781,398.0,no_tremor
782,398.5,no_tremor
783,399.0,no_tremor
784,399.5,no_tremor
785,400.0,no_tremor
786,400.5,no_tremor
787,401.0,no_tremor
788,401.5,no_tremor
789,402.0,no_tremor
790,402.5,no_tremor
791,403.0,no_tremor
792,403.5,no_tremor
793,404.0,no_tremor
794,404.5,no_tremor
795,405.0,no_tremor
796,405.5,no_tremor
797,406.0,no_tremor
798,406.5,tremor
799,407.0,no_tremor
800,407.5,no_tremor
801,408.0,no_tremor
802,408.5,no_tremor
803,409.0,no_tremor
804,409.5,tremor
805,410.0,no_tremor
806,410.5,no_tremor
807,411.0,no_tremor
808,411.5,no_tremor
809,412.0,no_tremor
810,412.5,no_tremor
811,413.0,no_tremor
812,413.5,no_tremor
813,414.0,no_tremor
814,414.5,no_tremor
815,415.0,no_tremor
816,415.5,no_tremor
817,416.0,no_tremor
818,416.5,no_tremor
819,417.0,no_tremor
820,417.5,no_tremor
821,418.0,no_tremor
822,418.5,no_tremor
823,419.0,tremor
824,419.5,tremor
825,420.0,tremor
826,420.5,tremor
827,421.0,tremor
828,421.5,tremor
829,422.0,tremor
830,422.5,tremor
831,423.0,tremor
832,423.5,no_tremor
833,424.0,tremor
834,424.5,no_tremor
835,425.0,no_tremor
836,425.5,tremor
837,426.0,no_tremor
838,426.5,no_tremor
839,427.0,tremor
840,427.5,tremor
841,428.0,tremor
842,428.5,no_tremor
843,429.0,no_tremor
844,429.5,no_tremor
845,430.0,no_tremor
846,430.5,no_tremor
847,431.0,no_tremor
848,431.5,no_tremor
849,432.0,no_tremor
850,432.5,no_tremor
851,433.0,no_tremor
852,433.5,no_tremor
853,434.0,no_tremor
854,434.5,no_tremor
855,435.0,no_tremor
856,435.5,no_tremor
857,436.0,no_tremor
858,436.5,no_tremor
859,437.0,no_tremor
860,437.5,no_tremor
861,438.0,no_tremor
862,438.5,no_tremor
863,439.0,no_tremor
864,439.5,no_tremor
865,440.0,no_tremor
866,440.5,no_tremor
867,441.0,no_tremor
868,441.5,no_tremor
869,442.0,no_tremor
870,442.5,no_tremor
871,443.0,no_tremor
872,443.5,no_tremor
873,444.0,no_tremor
874,444.5,no_tremor
875,445.0,no_tremor
876,445.5,no_tremor
877,446.0,no_tremor
878,446.5,no_tremor
879,447.0,no_tremor
880,447.5,no_tremor
881,448.0,no_tremor
882,448.5,no_tremor
883,449.0,no_tremor
884,449.5,no_tremor
885,450.0,no_tremor
886,450.5,no_tremor
887,451.0,no_tremor
888,451.5,no_tremor
889,452.0,no_tremor
890,452.5,no_tremor
891,453.0,no_tremor
892,453.5,no_tremor
893,454.0,no_tremor
894,454.5,no_tremor
895,455.0,no_tremor
896,455.5,no_tremor
897,456.0,no_tremor
898,456.5,no_tremor
899,457.0,no_tremor
900,457.5,no_tremor
901,458.0,no_tremor
902,458.5,no_tremor
903,459.0,no_tremor
904,459.5,no_tremor
905,460.0,no_tremor
906,460.5,no_tremor
907,461.0,tremor
908,461.5,no_tremor
909,462.0,no_tremor
910,462.5,no_tremor
911,463.0,no_tremor
912,463.5,no_tremor
913,464.0,no_tremor
914,464.5,no_tremor
915,465.0,no_tremor
916,465.5,no_tremor
917,466.0,no_tremor
918,466.5,no_tremor
919,467.0,no_tremor
920,467.5,no_tremor
921,468.0,no_tremor
922,468.5,no_tremor
923,469.0,no_tremor
924,469.5,no_tremor
925,470.0,no_tremor
926,470.5,no_tremor
927,471.0,no_tremor
928,471.5,no_tremor
929,472.0,no_tremor
930,472.5,no_tremor
931,473.0,no_tremor
932,473.5,no_tremor
933,474.0,no_tremor
934,474.5,no_tremor
935,475.0,no_tremor
936,475.5,no_tremor
937,476.0,no_tremor
938,476.5,no_tremor
939,477.0,no_tremor
940,477.5,no_tremor
941,478.0,no_tremor
942,478.5,no_tremor
943,479.0,no_tremor
944,479.5,no_tremor
945,480.0,no_tremor
946,480.5,no_tremor
947,481.0,no_tremor
948,481.5,no_tremor
949,482.0,no_tremor
950,482.5,no_tremor
951,483.0,no_tremor
952,483.5,no_tremor
953,484.0,no_tremor
954,484.5,no_tremor
955,485.0,no_tremor
956,485.5,no_tremor
957,486.0,no_tremor
958,486.5,no_tremor
959,487.0,no_tremor
960,487.5,no_tremor
961,488.0,no_tremor
962,488.5,no_tremor
963,489.0,no_tremor
964,489.5,no_tremor
965,490.0,no_tremor
966,490.5,no_tremor
967,491.0,no_tremor
968,491.5,no_tremor
969,492.0,no_tremor
970,492.5,no_tremor
971,493.0,no_tremor
972,493.5,no_tremor
973,494.0,no_tremor
974,494.5,no_tremor
975,495.0,no_tremor
976,495.5,no_tremor
977,496.0,no_tremor
978,496.5,no_tremor
2398,497.0,no_tremor.flat
979,497.5,no_tremor
980,498.0,no_tremor
981,498.5,no_tremor
982,499.0,no_tremor
983,499.5,no_tremor
984,500.0,no_tremor
985,500.5,no_tremor
986,501.0,no_tremor
987,501.5,no_tremor
988,502.0,no_tremor
989,502.5,no_tremor
990,503.0,no_tremor
991,503.5,no_tremor
992,504.0,no_tremor
993,504.5,no_tremor
994,505.0,no_tremor
995,505.5,no_tremor
996,506.0,no_tremor
997,506.5,no_tremor
998,507.0,no_tremor
999,507.5,no_tremor
1000,508.0,no_tremor
1001,508.5,no_tremor
1002,509.0,no_tremor
1003,509.5,no_tremor
1004,510.0,no_tremor
1005,510.5,no_tremor
1006,511.0,no_tremor
1007,511.5,no_tremor
1008,512.0,no_tremor
1009,512.5,no_tremor
1010,513.0,no_tremor
1011,513.5,no_tremor
1012,514.0,no_tremor
1013,514.5,no_tremor
1014,515.0,no_tremor
1015,515.5,no_tremor
1016,516.0,no_tremor
1017,516.5,no_tremor
1018,517.0,no_tremor
1019,517.5,no_tremor
1020,518.0,no_tremor
1021,518.5,no_tremor
1022,519.0,no_tremor
1023,519.5,no_tremor
1024,520.0,no_tremor
1025,520.5,no_tremor
1026,521.0,no_tremor
1027,521.5,no_tremor
1028,522.0,no_tremor
1029,522.5,no_tremor
1030,523.0,no_tremor
1031,523.5,no_tremor
1032,524.0,no_tremor
1033,524.5,no_tremor
2364,525.0,no_tremor.flat
1034,525.5,no_tremor
1035,526.0,no_tremor
1036,526.5,no_tremor
1037,527.0,no_tremor
1038,527.5,no_tremor
1039,528.0,no_tremor
1040,528.5,no_tremor
1041,529.0,no_tremor
1042,529.5,no_tremor
1043,530.0,no_tremor
1044,530.5,no_tremor
1045,531.0,no_tremor
1046,531.5,no_tremor
1047,532.0,no_tremor
1048,532.5,no_tremor
1049,533.0,no_tremor
1050,533.5,no_tremor
1051,534.0,no_tremor
1052,534.5,no_tremor
1053,535.0,no_tremor
1054,535.5,no_tremor
1055,536.0,no_tremor
1056,536.5,no_tremor
1057,537.0,no_tremor
1058,537.5,no_tremor
1059,538.0,no_tremor
1060,538.5,no_tremor
1061,539.0,no_tremor
1062,539.5,no_tremor
1063,540.0,no_tremor
1064,540.5,no_tremor
1065,541.0,no_tremor
1066,541.5,no_tremor
1067,542.0,no_tremor
1068,542.5,no_tremor
1069,543.0,no_tremor
1070,543.5,no_tremor
1071,544.0,no_tremor
1072,544.5,no_tremor
1073,545.0,no_tremor
1074,545.5,no_tremor
1075,546.0,no_tremor
1076,546.5,no_tremor
1077,547.0,no_tremor
1078,547.5,no_tremor
1079,548.0,no_tremor
1080,548.5,tremor
1081,549.0,tremor
1082,549.5,no_tremor
1083,550.0,no_tremor
1084,550.5,no_tremor
1085,551.0,no_tremor
1086,551.5,no_tremor
1087,552.0,no_tremor
1088,552.5,no_tremor
1089,553.0,no_tremor
1090,553.5,no_tremor
1091,554.0,no_tremor
1092,554.5,no_tremor
1093,555.0,no_tremor
1094,555.5,no_tremor
1095,556.0,no_tremor
1096,556.5,no_tremor
1097,557.0,no_tremor
1098,557.5,no_tremor
1099,558.0,no_tremor
1100,558.5,no_tremor
1101,559.0,no_tremor
1102,559.5,no_tremor
1103,560.0,no_tremor
1104,560.5,no_tremor
1105,561.0,no_tremor
1106,561.5,no_tremor
1107,562.0,no_tremor
1108,562.5,no_tremor
1109,563.0,tremor
1110,563.5,no_tremor
1111,564.0,tremor
1112,564.5,no_tremor
1113,565.0,no_tremor
1114,565.5,tremor
1115,566.0,tremor
1116,566.5,no_tremor
1117,567.0,tremor
1118,567.5,no_tremor
1119,568.0,no_tremor
1120,568.5,no_tremor
1121,569.0,no_tremor
1122,569.5,no_tremor
1123,570.0,no_tremor
1124,570.5,no_tremor
1125,571.0,no_tremor
1126,571.5,no_tremor
1127,572.0,no_tremor
1128,572.5,no_tremor
1129,573.0,no_tremor
1130,573.5,no_tremor
1131,574.0,no_tremor
1132,574.5,no_tremor
1133,575.0,no_tremor
1134,575.5,no_tremor
1135,576.0,no_tremor
1136,576.5,no_tremor
1137,577.0,no_tremor
1138,577.5,no_tremor
1139,578.0,no_tremor
1140,578.5,no_tremor
1141,579.0,no_tremor
1142,579.5,no_tremor
1143,580.0,no_tremor
