Timestamp,X,Y,Z
1.898,-0.50634766,0.78808594,-0.33813477
1.918,-0.5168457,0.78344727,-0.34057617
1.938,-0.5192871,0.7770996,-0.33569336
1.958,-0.52124023,0.7717285,-0.33740234
1.978,-0.52124023,0.77075195,-0.3388672
1.998,-0.51831055,0.7766113,-0.33520508
2.018,-0.51538086,0.7849121,-0.33666992
2.037,-0.5102539,0.7890625,-0.3400879
2.057,-0.5073242,0.7890625,-0.3395996
2.077,-0.50341797,0.7890625,-0.33520508
2.097,-0.48779297,0.7895508,-0.32958984
2.117,-0.47338867,0.7973633,-0.3293457
2.137,-0.46166992,0.81225586,-0.33666992
2.157,-0.45922852,0.8239746,-0.3408203
2.177,-0.45166016,0.8347168,-0.33984375
2.197,-0.4519043,0.83081055,-0.33203125
2.217,-0.45141602,0.8327637,-0.3310547
2.237,-0.44726563,0.8352051,-0.3305664
2.257,-0.44482422,0.8327637,-0.3388672
2.277,-0.43896484,0.83032227,-0.33984375
2.297,-0.44384766,0.829834,-0.33691406
2.317,-0.45361328,0.82592773,-0.33691406
2.337,-0.46118164,0.82006836,-0.33764648
2.357,-0.46801758,0.8190918,-0.34106445
2.377,-0.47485352,0.81152344,-0.33911133
2.397,-0.48266602,0.80322266,-0.34033203
2.417,-0.49121094,0.79345703,-0.34033203
2.437,-0.50146484,0.7836914,-0.33862305
2.457,-0.50634766,0.7775879,-0.33374023
2.477,-0.5102539,0.7805176,-0.33569336
2.497,-0.5102539,0.7871094,-0.33813477
2.517,-0.5073242,0.78808594,-0.34106445
2.537,-0.5078125,0.7890625,-0.3395996
2.557,-0.50146484,0.7866211,-0.34155273
2.577,-0.48999023,0.79003906,-0.34326172
2.597,-0.48266602,0.79833984,-0.33935547
2.617,-0.47436523,0.8046875,-0.33520508
2.637,-0.46899414,0.81152344,-0.3371582
2.657,-0.4699707,0.8195801,-0.33911133
2.677,-0.46313477,0.81762695,-0.33618164
2.697,-0.46069336,0.8215332,-0.33740234
2.717,-0.45751953,0.8215332,-0.3388672
2.737,-0.44970703,0.8215332,-0.33447266
2.757,-0.4501953,0.82836914,-0.33251953
2.777,-0.45263672,0.8244629,-0.3330078
2.797,-0.45263672,0.826416,-0.33544922
2.817,-0.45776367,0.82836914,-0.3334961
2.837,-0.4621582,0.8269043,-0.33154297
2.856,-0.4724121,0.8178711,-0.33129883
2.876,-0.4819336,0.8095703,-0.33569336
2.896,-0.48657227,0.7973633,-0.33740234
2.916,-0.4975586,0.7871094,-0.33789063
2.936,-0.50439453,0.7836914,-0.34155273
2.956,-0.5107422,0.78125,-0.34106445
2.976,-0.517334,0.77856445,-0.33862305
2.996,-0.52124023,0.7775879,-0.33764648
3.016,-0.5187988,0.7751465,-0.33764648
3.036,-0.51782227,0.77563477,-0.33911133
3.056,-0.5187988,0.779541,-0.33666992
3.076,-0.51782227,0.77905273,-0.33374023
3.096,-0.5107422,0.7819824,-0.33520508
3.116,-0.5048828,0.7885742,-0.3371582
3.136,-0.5004883,0.7939453,-0.3334961
3.156,-0.4892578,0.7993164,-0.33496094
3.176,-0.47924805,0.80126953,-0.33325195
3.196,-0.46264648,0.81225586,-0.33520508
3.216,-0.45458984,0.8210449,-0.33642578
3.236,-0.4572754,0.826416,-0.33544922
3.256,-0.45629883,0.8273926,-0.33642578
3.276,-0.45117188,0.82788086,-0.33789063
3.296,-0.45288086,0.8322754,-0.33007813
3.316,-0.45288086,0.8317871,-0.33007813
3.336,-0.44677734,0.83081055,-0.33544922
3.356,-0.44726563,0.8244629,-0.33935547
3.376,-0.4580078,0.81811523,-0.33642578
3.396,-0.46264648,0.8166504,-0.3371582
3.416,-0.46704102,0.81762695,-0.3400879
3.436,-0.4724121,0.8144531,-0.33764648
3.456,-0.48120117,0.8066406,-0.33935547
3.476,-0.48168945,0.80078125,-0.33935547
3.496,-0.4892578,0.79785156,-0.33691406
3.516,-0.5,0.7949219,-0.32861328
3.536,-0.5024414,0.7915039,-0.3334961
3.556,-0.50390625,0.78271484,-0.33862305
3.576,-0.50390625,0.78564453,-0.34155273
3.596,-0.5058594,0.78027344,-0.33911133
3.616,-0.50878906,0.7836914,-0.33764648
3.636,-0.5107422,0.7895508,-0.3395996
3.656,-0.5095215,0.7910156,-0.33666992
3.676,-0.5029297,0.78515625,-0.33764648
3.696,-0.49609375,0.78759766,-0.33984375
3.716,-0.49023438,0.79296875,-0.3388672
3.736,-0.48657227,0.79589844,-0.33789063
3.755,-0.47875977,0.80371094,-0.33813477
3.775,-0.47729492,0.8076172,-0.33569336
3.795,-0.47338867,0.81591797,-0.33618164
3.815,-0.4699707,0.81933594,-0.33520508
3.835,-0.46655273,0.8195801,-0.33569336
3.855,-0.46313477,0.81811523,-0.33618164
3.875,-0.46166992,0.8156738,-0.33666992
3.895,-0.4621582,0.8161621,-0.33764648
3.915,-0.4645996,0.8161621,-0.33862305
3.935,-0.46313477,0.8166504,-0.33618164
3.955,-0.46801758,0.8195801,-0.3371582
3.975,-0.4645996,0.8171387,-0.3347168
3.995,-0.4621582,0.81518555,-0.33569336
4.015,-0.4621582,0.8156738,-0.33520508
4.035,-0.47436523,0.8173828,-0.3317871
4.055,-0.47998047,0.81689453,-0.3317871
4.075,-0.48388672,0.8095703,-0.33520508
4.095,-0.48413086,0.79833984,-0.33496094
4.115,-0.4885254,0.7949219,-0.34033203
4.135,-0.49560547,0.7885742,-0.33984375
4.155,-0.5004883,0.7836914,-0.34106445
4.175,-0.50341797,0.7919922,-0.34692383
4.195,-0.5097656,0.7871094,-0.34204102
4.215,-0.51123047,0.78466797,-0.3425293
4.235,-0.5097656,0.78149414,-0.3371582
4.255,-0.5119629,0.78637695,-0.33520508
4.275,-0.51049805,0.78881836,-0.33325195
4.295,-0.5019531,0.79003906,-0.33447266
4.315,-0.49609375,0.79248047,-0.3383789
4.335,-0.49023438,0.79541016,-0.33544922
4.355,-0.48779297,0.7973633,-0.33642578
4.375,-0.48217773,0.7998047,-0.33129883
4.395,-0.47729492,0.8066406,-0.3371582
4.415,-0.46655273,0.814209,-0.33911133
4.435,-0.46118164,0.81762695,-0.33813477
4.455,-0.46069336,0.8244629,-0.33935547
4.475,-0.46069336,0.8210449,-0.33544922
4.495,-0.4597168,0.82006836,-0.3305664
4.515,-0.45410156,0.8215332,-0.3334961
4.535,-0.44140625,0.8249512,-0.33935547
4.555,-0.4489746,0.8366699,-0.32910156
4.575,-0.45532227,0.8366699,-0.32470703
4.595,-0.45532227,0.8376465,-0.32763672
4.614,-0.45922852,0.83374023,-0.3383789
4.634,-0.46655273,0.81811523,-0.34204102
4.654,-0.4729004,0.80566406,-0.3400879
4.674,-0.4807129,0.7939453,-0.3359375
4.694,-0.4951172,0.7910156,-0.33642578
4.714,-0.5102539,0.7885742,-0.34155273
4.734,-0.517334,0.78100586,-0.34350586
4.754,-0.52124023,0.779541,-0.34375
4.774,-0.5241699,0.77075195,-0.34228516
4.794,-0.52612305,0.76538086,-0.33740234
4.814,-0.5275879,0.76538086,-0.33642578
4.834,-0.52612305,0.77563477,-0.33544922
4.854,-0.5227051,0.7819824,-0.32495117
4.874,-0.5114746,0.782959,-0.3269043
4.894,-0.4975586,0.7890625,-0.3425293
4.914,-0.48706055,0.79052734,-0.33984375
4.934,-0.4777832,0.7973633,-0.33569336
4.954,-0.47192383,0.80859375,-0.33862305
4.974,-0.4645996,0.8210449,-0.34057617
4.994,-0.45458984,0.8269043,-0.33789063
5.014,-0.4506836,0.82836914,-0.33642578
5.034,-0.45288086,0.83032227,-0.33496094
5.054,-0.44726563,0.8293457,-0.3305664
5.074,-0.44628906,0.8273926,-0.33007813
5.094,-0.4501953,0.82788086,-0.33203125
5.114,-0.4543457,0.8293457,-0.33154297
5.134,-0.45922852,0.8269043,-0.33544922
5.154,-0.46069336,0.8190918,-0.3400879
5.174,-0.46557617,0.8137207,-0.33911133
5.194,-0.47485352,0.80810547,-0.34057617
5.214,-0.48266602,0.8022461,-0.3413086
5.234,-0.4873047,0.79785156,-0.33544922
5.254,-0.4831543,0.7973633,-0.33544922
5.274,-0.47924805,0.8046875,-0.33520508
5.294,-0.47485352,0.8125,-0.33276367
5.314,-0.47143555,0.81347656,-0.3269043
5.334,-0.47802734,0.8203125,-0.32788086
5.354,-0.48388672,0.8183594,-0.33129883
5.374,-0.48168945,0.8076172,-0.33520508
5.394,-0.48876953,0.79541016,-0.33691406
5.414,-0.50097656,0.78466797,-0.3395996
5.434,-0.5058594,0.77490234,-0.3449707
5.454,-0.5102539,0.77490234,-0.3449707
5.473,-0.5175781,0.7766113,-0.34204102
5.493,-0.52319336,0.77856445,-0.3408203
5.513,-0.52612305,0.7751465,-0.33935547
5.533,-0.529541,0.7687988,-0.33935547
5.553,-0.5266113,0.7692871,-0.33691406
5.573,-0.5185547,0.7697754,-0.33984375
5.593,-0.5192871,0.7800293,-0.33276367
5.613,-0.5109863,0.78393555,-0.33129883
5.633,-0.50341797,0.7878418,-0.328125
5.653,-0.4921875,0.7919922,-0.3334961
5.673,-0.48120117,0.796875,-0.33789063
5.693,-0.46948242,0.80126953,-0.34057617
5.713,-0.4663086,0.80444336,-0.34448242
5.733,-0.46655273,0.814209,-0.34204102
5.753,-0.46704102,0.8190918,-0.34204102
5.773,-0.46557617,0.81518555,-0.3400879
5.793,-0.4609375,0.8166504,-0.34301758
5.813,-0.45898438,0.8190918,-0.34594727
5.833,-0.45996094,0.8239746,-0.34594727
5.853,-0.46044922,0.82006836,-0.34594727
5.873,-0.45654297,0.81518555,-0.34399414
5.893,-0.45654297,0.810791,-0.34399414
5.913,-0.45654297,0.8132324,-0.34545898
5.933,-0.44921875,0.82006836,-0.34179688
5.953,-0.44335938,0.83325195,-0.33740234
5.973,-0.43896484,0.842041,-0.33569336
5.993,-0.42504883,0.84521484,-0.3400879
6.013,-0.41723633,0.8491211,-0.3449707
6.033,-0.4177246,0.85302734,-0.34350586
6.053,-0.41479492,0.85498047,-0.34179688
6.073,-0.41479492,0.8544922,-0.33496094
6.093,-0.41186523,0.8544922,-0.3359375
6.113,-0.4177246,0.8540039,-0.33447266
6.133,-0.42114258,0.8544922,-0.3359375
6.153,-0.42114258,0.8496094,-0.3305664
6.173,-0.43115234,0.8405762,-0.33520508
6.193,-0.4423828,0.84350586,-0.3347168
6.213,-0.45483398,0.8312988,-0.3334961
6.233,-0.46850586,0.81347656,-0.33129883
6.253,-0.4807129,0.8051758,-0.33422852
6.273,-0.5085449,0.7722168,-0.3178711
6.293,-0.52368164,0.7609863,-0.32861328
6.313,-0.5383301,0.76586914,-0.34594727
6.333,-0.5383301,0.7546387,-0.34350586
6.353,-0.5437012,0.7338867,-0.34155273
6.372,-0.5625,0.7294922,-0.34521484
6.392,-0.56884766,0.72753906,-0.33984375
6.412,-0.5788574,0.71728516,-0.33398438
6.432,-0.5654297,0.7192383,-0.33447266
6.452,-0.55493164,0.7192383,-0.33789063
6.472,-0.5644531,0.73828125,-0.3388672
6.492,-0.5769043,0.7680664,-0.33740234
6.512,-0.57373047,0.79467773,-0.3322754
6.532,-0.55688477,0.79711914,-0.33203125
6.552,-0.5371094,0.78100586,-0.328125
6.572,-0.51416016,0.7561035,-0.32836914
6.592,-0.48706055,0.7507324,-0.32714844
6.612,-0.47924805,0.76293945,-0.32763672
6.632,-0.47924805,0.79541016,-0.33325195
6.652,-0.4741211,0.82666016,-0.33276367
6.672,-0.47509766,0.8395996,-0.33081055
6.692,-0.4609375,0.8479004,-0.3251953
6.712,-0.4399414,0.84594727,-0.32592773
6.732,-0.43066406,0.8347168,-0.3317871
6.752,-0.41723633,0.8347168,-0.33251953
6.772,-0.42358398,0.8269043,-0.3371582
6.792,-0.42163086,0.8457031,-0.3400879
6.812,-0.4182129,0.8496094,-0.34204102
6.832,-0.41577148,0.85253906,-0.34375
6.852,-0.4128418,0.8535156,-0.34570313
6.872,-0.41479492,0.85546875,-0.34765625
6.892,-0.4177246,0.85302734,-0.35083008
6.912,-0.4206543,0.8417969,-0.34838867
6.932,-0.4230957,0.84033203,-0.34545898
6.952,-0.42797852,0.84375,-0.34301758
6.972,-0.43139648,0.8442383,-0.34399414
6.992,-0.43579102,0.8347168,-0.34521484
7.012,-0.43725586,0.829834,-0.3466797
7.032,-0.43676758,0.82543945,-0.34423828
7.052,-0.44091797,0.8293457,-0.34521484
7.072,-0.43896484,0.8366699,-0.34057617
7.092,-0.44189453,0.83569336,-0.34033203
7.112,-0.44140625,0.8293457,-0.33935547
7.132,-0.44189453,0.8288574,-0.33935547
7.152,-0.44140625,0.82836914,-0.3413086
7.172,-0.44091797,0.826416,-0.34375
7.192,-0.44091797,0.82543945,-0.34179688
7.212,-0.44677734,0.8269043,-0.3408203
7.232,-0.45214844,0.8234863,-0.3359375
7.252,-0.45751953,0.8171387,-0.3388672
7.272,-0.46362305,0.81225586,-0.33666992
7.292,-0.4675293,0.8144531,-0.33520508
7.312,-0.47387695,0.81347656,-0.33422852
7.331,-0.4729004,0.8051758,-0.33569336
7.351,-0.47924805,0.80078125,-0.34033203
7.371,-0.49316406,0.79589844,-0.33447266
7.391,-0.49609375,0.79541016,-0.33544922
7.411,-0.50341797,0.7871094,-0.3371582
7.431,-0.5048828,0.7832031,-0.3371582
7.451,-0.50634766,0.779541,-0.3371582
7.471,-0.5107422,0.78222656,-0.3425293
7.491,-0.5148926,0.782959,-0.3400879
7.511,-0.51586914,0.7819824,-0.3400879
7.531,-0.51220703,0.7775879,-0.3400879
7.551,-0.50878906,0.7770996,-0.3347168
7.571,-0.5058594,0.7770996,-0.33032227
7.591,-0.5019531,0.78686523,-0.32910156
7.611,-0.49365234,0.79589844,-0.33007813
7.631,-0.48388672,0.8100586,-0.3322754
7.651,-0.47485352,0.81933594,-0.3347168
7.671,-0.46850586,0.81762695,-0.33569336
7.691,-0.46655273,0.814209,-0.3371582
7.711,-0.45898438,0.8137207,-0.33398438
7.731,-0.45654297,0.81469727,-0.33154297
7.751,-0.46020508,0.8234863,-0.33496094
7.771,-0.46166992,0.82543945,-0.3383789
7.791,-0.46118164,0.8244629,-0.3359375
7.811,-0.46362305,0.82299805,-0.32958984
7.831,-0.45507813,0.8210449,-0.3334961
7.851,-0.45361328,0.82592773,-0.33691406
7.871,-0.46069336,0.8269043,-0.33203125
7.891,-0.46606445,0.8239746,-0.33325195
7.911,-0.46362305,0.8195801,-0.33154297
7.931,-0.46362305,0.82006836,-0.33374023
7.951,-0.46557617,0.8171387,-0.3371582
7.971,-0.4724121,0.8120117,-0.33813477
7.991,-0.47875977,0.8051758,-0.33618164
8.011,-0.47729492,0.79589844,-0.33276367
8.031,-0.47875977,0.7944336,-0.33422852
8.051,-0.48413086,0.80029297,-0.33544922
8.071,-0.48876953,0.8076172,-0.33496094
8.091,-0.48779297,0.8095703,-0.33251953
8.111,-0.4819336,0.8100586,-0.3317871
8.131,-0.47436523,0.8066406,-0.33325195
8.151,-0.46655273,0.8046875,-0.3322754
8.171,-0.46948242,0.79785156,-0.32788086
8.191,-0.46166992,0.8234863,-0.33544922
8.211,-0.46704102,0.82373047,-0.328125
8.231,-0.46557617,0.82421875,-0.32861328
8.251,-0.4675293,0.826416,-0.33374023
8.271,-0.4753418,0.8129883,-0.32983398
8.291,-0.48217773,0.8017578,-0.33276367
8.31,-0.49121094,0.7949219,-0.3383789
8.33,-0.5048828,0.7885742,-0.3395996
8.35,-0.50634766,0.7832031,-0.33764648
8.37,-0.513916,0.78149414,-0.33618164
8.39,-0.5144043,0.7824707,-0.33520508
8.41,-0.52124023,0.7775879,-0.33276367
8.43,-0.5227051,0.77124023,-0.33276367
8.45,-0.52075195,0.7780762,-0.33325195
8.47,-0.52075195,0.779541,-0.3322754
8.49,-0.517334,0.7824707,-0.33276367
8.51,-0.5114746,0.7854004,-0.33276367
8.53,-0.5048828,0.7883301,-0.3310547
8.55,-0.49414063,0.79541016,-0.32958984
8.57,-0.48242188,0.80371094,-0.32885742
8.59,-0.47143555,0.81103516,-0.3322754
8.61,-0.46166992,0.82006836,-0.33764648
8.63,-0.45214844,0.8239746,-0.3310547
8.65,-0.44873047,0.82836914,-0.32910156
8.67,-0.44726563,0.8342285,-0.3334961
8.69,-0.44433594,0.83813477,-0.33447266
8.71,-0.4453125,0.8395996,-0.33496094
8.73,-0.4453125,0.8391113,-0.33032227
8.75,-0.4428711,0.83032227,-0.32885742
8.77,-0.44335938,0.82788086,-0.33251953
8.79,-0.45166016,0.82836914,-0.3388672
8.81,-0.4650879,0.8190918,-0.34106445
8.83,-0.47436523,0.81103516,-0.3347168
8.85,-0.4802246,0.8066406,-0.33618164
8.87,-0.4753418,0.8017578,-0.3395996
8.89,-0.4724121,0.8066406,-0.33325195
8.91,-0.4729004,0.8120117,-0.3293457
8.93,-0.47558594,0.82373047,-0.32983398
8.95,-0.47705078,0.8203125,-0.32202148
8.97,-0.48583984,0.81396484,-0.31958008
8.99,-0.49121094,0.8022461,-0.32714844
9.01,-0.49951172,0.7890625,-0.33691406
9.03,-0.50146484,0.77734375,-0.3371582
9.05,-0.5107422,0.7644043,-0.34204102
9.07,-0.5185547,0.763916,-0.34521484
9.09,-0.5222168,0.7697754,-0.3408203
9.11,-0.5270996,0.77856445,-0.33935547
9.13,-0.5319824,0.77856445,-0.34033203
9.149,-0.5344238,0.7722168,-0.33496094
9.169,-0.53686523,0.7663574,-0.33544922
9.189,-0.53344727,0.76293945,-0.33398438
9.209,-0.5300293,0.76782227,-0.3310547
9.229,-0.5227051,0.77319336,-0.3322754
9.249,-0.51049805,0.7805176,-0.32885742
9.269,-0.5004883,0.7858887,-0.32861328
9.289,-0.48413086,0.79589844,-0.33447266
9.309,-0.47338867,0.80029297,-0.33325195
9.329,-0.47094727,0.8100586,-0.33813477
9.349,-0.46020508,0.8186035,-0.33251953
9.369,-0.4506836,0.8234863,-0.33496094
9.389,-0.44433594,0.8317871,-0.33740234
9.409,-0.4375,0.8342285,-0.34057617
9.429,-0.43603516,0.8395996,-0.34399414
9.449,-0.4309082,0.84521484,-0.34399414
9.469,-0.43041992,0.84375,-0.34155273
9.489,-0.43652344,0.84106445,-0.3400879
9.509,-0.44189453,0.83374023,-0.33544922
9.529,-0.4501953,0.82592773,-0.33203125
9.549,-0.45581055,0.8239746,-0.3305664
9.569,-0.46069336,0.8186035,-0.33691406
9.589,-0.4675293,0.8095703,-0.33911133
9.609,-0.47192383,0.80029297,-0.34301758
9.629,-0.4802246,0.7949219,-0.3491211
9.649,-0.48266602,0.7866211,-0.35253906
9.669,-0.4855957,0.77978516,-0.35620117
9.689,-0.49243164,0.77685547,-0.35913086
9.709,-0.5007324,0.7705078,-0.3581543
9.729,-0.5078125,0.7714844,-0.35327148
9.749,-0.5136719,0.7890625,-0.35424805
9.769,-0.5246582,0.7861328,-0.34716797
9.789,-0.52368164,0.7907715,-0.33764648
9.809,-0.5163574,0.7854004,-0.33081055
9.829,-0.50341797,0.77905273,-0.32763672
9.849,-0.49072266,0.7885742,-0.33398438
9.869,-0.47680664,0.8071289,-0.33911133
9.889,-0.46704102,0.8117676,-0.34448242
9.909,-0.45507813,0.8088379,-0.34350586
9.928,-0.44873047,0.8112793,-0.34960938
9.948,-0.43530273,0.8269043,-0.34521484
9.968,-0.41967773,0.8359375,-0.3449707
9.988,-0.39794922,0.8564453,-0.3461914
10.008,-0.38476563,0.86743164,-0.34399414
10.028,-0.3828125,0.87768555,-0.34643555
10.048,-0.38476563,0.8815918,-0.34545898
10.068,-0.38867188,0.876709,-0.34399414
10.088,-0.40161133,0.8671875,-0.3413086
10.108,-0.40039063,0.859375,-0.3383789
10.128,-0.39941406,0.86279297,-0.3408203
10.148,-0.40551758,0.86572266,-0.33691406
10.168,-0.4152832,0.86376953,-0.33447266
10.188,-0.42211914,0.84814453,-0.3334961
10.208,-0.42456055,0.8400879,-0.3317871
10.228,-0.43164063,0.8395996,-0.3317871
10.248,-0.43408203,0.8342285,-0.32983398
10.268,-0.4428711,0.82836914,-0.32299805
10.288,-0.44726563,0.8293457,-0.3251953
10.308,-0.45629883,0.8342285,-0.328125
10.328,-0.45629883,0.82250977,-0.32763672
10.348,-0.4609375,0.8022461,-0.3317871
10.368,-0.47338867,0.79589844,-0.33666992
10.388,-0.4880371,0.7915039,-0.3383789
10.408,-0.49902344,0.7910156,-0.33203125
10.428,-0.50683594,0.7858887,-0.33276367
10.448,-0.5163574,0.7751465,-0.33374023
10.468,-0.5251465,0.76831055,-0.34228516
10.488,-0.5373535,0.7531738,-0.33398438
10.508,-0.5373535,0.7507324,-0.3395996
10.528,-0.5461426,0.7453613,-0.34692383
10.548,-0.5566406,0.74072266,-0.3400879
10.568,-0.5620117,0.7363281,-0.33496094
10.588,-0.5576172,0.7397461,-0.33911133
10.608,-0.55810547,0.7541504,-0.34448242
10.628,-0.5595703,0.76293945,-0.3395996
10.648,-0.55126953,0.76171875,-0.33129883
10.668,-0.5361328,0.7624512,-0.32373047
10.687,-0.5239258,0.7746582,-0.31225586
10.707,-0.5144043,0.7897949,-0.3154297
10.727,-0.49365234,0.80566406,-0.31811523
10.747,-0.46972656,0.8203125,-0.31396484
10.767,-0.44506836,0.8347168,-0.31176758
10.787,-0.42578125,0.8449707,-0.31445313
10.807,-0.4104004,0.8666992,-0.32958984
10.827,-0.40795898,0.87939453,-0.3388672
10.847,-0.39868164,0.8769531,-0.3395996
10.867,-0.38427734,0.87158203,-0.33666992
10.887,-0.3803711,0.8796387,-0.3334961
10.907,-0.38134766,0.8894043,-0.3330078
10.927,-0.38671875,0.8852539,-0.32861328
10.947,-0.39208984,0.8725586,-0.33129883
10.967,-0.38720703,0.86279297,-0.32250977
10.987,-0.3996582,0.8574219,-0.31567383
11.007,-0.42871094,0.85913086,-0.31640625
11.027,-0.4416504,0.86938477,-0.31445313
11.047,-0.46948242,0.8515625,-0.3071289
11.067,-0.48999023,0.82055664,-0.28759766
11.087,-0.50219727,0.8010254,-0.3005371
11.107,-0.5163574,0.7687988,-0.3161621
11.127,-0.5275879,0.7585449,-0.32128906
11.147,-0.5395508,0.75927734,-0.31445313
11.167,-0.55444336,0.75146484,-0.3076172
11.187,-0.5632324,0.7446289,-0.30786133
11.207,-0.5612793,0.75146484,-0.30419922
11.227,-0.56689453,0.7680664,-0.30371094
11.247,-0.56347656,0.7697754,-0.2758789
11.267,-0.53344727,0.78564453,-0.26953125
11.287,-0.5163574,0.8100586,-0.27612305
11.307,-0.50561523,0.8581543,-0.2836914
11.327,-0.5078125,0.89086914,-0.27148438
11.347,-0.5114746,0.8820801,-0.24438477
11.367,-0.517334,0.83740234,-0.23242188
11.387,-0.5385742,0.79418945,-0.2602539
11.407,-0.5703125,0.74487305,-0.28930664
11.427,-0.58447266,0.7182617,-0.27661133
11.447,-0.60131836,0.69628906,-0.27685547
11.467,-0.6125488,0.6828613,-0.27001953
11.487,-0.62597656,0.7043457,-0.27026367
11.507,-0.642334,0.70043945,-0.26293945
11.527,-0.6484375,0.7097168,-0.25170898
11.547,-0.65185547,0.7233887,-0.2619629
11.567,-0.6586914,0.70581055,-0.26123047
11.587,-0.6513672,0.68408203,-0.2553711
11.606,-0.6533203,0.69091797,-0.2548828
11.626,-0.6755371,0.6879883,-0.25512695
11.646,-0.6669922,0.67578125,-0.2578125
