,cohort,device,instrument,measurement_file,measurement_id,subject_id
13,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_d1a9294c-05ad-4eac-9915-7052c2ad98a3.csv,d1a9294c-05ad-4eac-9915-7052c2ad98a3,1004
14,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_cc0d147f-94ea-4637-91d7-d4ceceaf1728.csv,cc0d147f-94ea-4637-91d7-d4ceceaf1728,1004
15,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_20f1dbcd-0954-4bfd-ad92-9bac1b15beb0.csv,20f1dbcd-0954-4bfd-ad92-9bac1b15beb0,1004
16,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_c05991ea-ed30-45ee-96a2-8a44d6ac0916.csv,c05991ea-ed30-45ee-96a2-8a44d6ac0916,1004
17,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_3cf49c01-0499-4bad-9167-67691711204a.csv,3cf49c01-0499-4bad-9167-67691711204a,1004
18,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_ac449a51-1819-4944-b5c3-ef42be404541.csv,ac449a51-1819-4944-b5c3-ef42be404541,1004
19,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_8b7abdf9-5aad-4edc-9bc4-078e29f134d6.csv,8b7abdf9-5aad-4edc-9bc4-078e29f134d6,1004
20,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_6110744d-3f5c-4f2e-9586-f2722352606f.csv,6110744d-3f5c-4f2e-9586-f2722352606f,1004
21,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_68bf2103-4211-45e9-82d7-8b4e713b2e3b.csv,68bf2103-4211-45e9-82d7-8b4e713b2e3b,1004
22,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_e93b52ca-83af-46fb-baad-46c934ab4edf.csv,e93b52ca-83af-46fb-baad-46c934ab4edf,1004
23,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_0b5f2f06-e73c-4838-9f4c-d68b909a9356.csv,0b5f2f06-e73c-4838-9f4c-d68b909a9356,1004
24,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_278a1441-2e3a-467d-81c5-143e0298454b.csv,278a1441-2e3a-467d-81c5-143e0298454b,1004
25,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_18cdf618-e263-4843-9640-f41ad8ff4bde.csv,18cdf618-e263-4843-9640-f41ad8ff4bde,1004
26,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_610face1-43e9-4a7c-b1f2-20deba03d587.csv,610face1-43e9-4a7c-b1f2-20deba03d587,1004
27,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_f59c374f-b39d-48d6-aef9-2f42ca3a67e4.csv,f59c374f-b39d-48d6-aef9-2f42ca3a67e4,1004
28,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_66a44bdc-b216-4be1-90aa-d5d05f64ba01.csv,66a44bdc-b216-4be1-90aa-d5d05f64ba01,1004
29,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_dde97977-d155-4f07-8a47-6a318bd530eb.csv,dde97977-d155-4f07-8a47-6a318bd530eb,1004
30,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_979c5c53-30c7-4e9c-87f0-261ea0d79ffe.csv,979c5c53-30c7-4e9c-87f0-261ea0d79ffe,1004
31,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_e630e9fd-6518-43c0-9312-3254bcf9a8a0.csv,e630e9fd-6518-43c0-9312-3254bcf9a8a0,1004
32,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_85fee6b9-b3d9-4506-833b-ce5ca3a8d94f.csv,85fee6b9-b3d9-4506-833b-ce5ca3a8d94f,1004
33,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_29103438-8d6c-41f8-a3b9-89fff8074b6a.csv,29103438-8d6c-41f8-a3b9-89fff8074b6a,1004
34,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_9230106e-5dcf-4034-bd54-c016f49294d8.csv,9230106e-5dcf-4034-bd54-c016f49294d8,1004
35,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_73dee9e5-9bec-4dd2-967b-e1bd59b0629d.csv,73dee9e5-9bec-4dd2-967b-e1bd59b0629d,1004
36,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_4b269cc2-8f0c-4816-adbf-10c0069b8833.csv,4b269cc2-8f0c-4816-adbf-10c0069b8833,1004
37,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_1a90e8a3-dd3f-440a-9161-7886737e9d87.csv,1a90e8a3-dd3f-440a-9161-7886737e9d87,1004
38,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_f4728921-8a52-468b-b6af-523108a1285f.csv,f4728921-8a52-468b-b6af-523108a1285f,1004
39,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_daf11494-e6fa-4376-a78a-86c683885764.csv,daf11494-e6fa-4376-a78a-86c683885764,1004
40,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_3444e818-0ee3-4a2b-953a-f4dbc43b5d13.csv,3444e818-0ee3-4a2b-953a-f4dbc43b5d13,1004
41,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_f76830fe-e0b0-463a-9162-63b00478067e.csv,f76830fe-e0b0-463a-9162-63b00478067e,1004
42,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_5f9347a1-bf84-48ee-b3cc-c357401780cf.csv,5f9347a1-bf84-48ee-b3cc-c357401780cf,1004
43,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_9152519b-4b57-43be-963c-dd7218495001.csv,9152519b-4b57-43be-963c-dd7218495001,1004
44,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_c7312d73-cb34-4025-b8b8-5299b4033e2f.csv,c7312d73-cb34-4025-b8b8-5299b4033e2f,1004
45,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_cc730391-146b-420f-9255-c3185061f178.csv,cc730391-146b-420f-9255-c3185061f178,1004
46,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_7fa0d4ab-c159-4335-ad91-6dc3ec812686.csv,7fa0d4ab-c159-4335-ad91-6dc3ec812686,1004
47,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_50fd9915-06d1-4871-9103-ed125ea75764.csv,50fd9915-06d1-4871-9103-ed125ea75764,1004
48,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_11dfbcf2-cd03-4b10-83b4-ad428153b200.csv,11dfbcf2-cd03-4b10-83b4-ad428153b200,1004
49,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_476d6522-cd73-43e9-81c6-66980c575453.csv,476d6522-cd73-43e9-81c6-66980c575453,1004
50,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_4e996f6e-4979-4ffb-a017-112100675eed.csv,4e996f6e-4979-4ffb-a017-112100675eed,1004
51,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_e5f4f2d3-9842-462f-8b91-6ccaa6c30a33.csv,e5f4f2d3-9842-462f-8b91-6ccaa6c30a33,1004
52,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_ef4b3a31-2744-4bec-996f-5c1861478c30.csv,ef4b3a31-2744-4bec-996f-5c1861478c30,1004
53,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_631b2ad6-1b00-46f5-8d74-c0b47a2419f0.csv,631b2ad6-1b00-46f5-8d74-c0b47a2419f0,1004
54,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_1c3dda9b-984c-43b2-9686-0316e2254393.csv,1c3dda9b-984c-43b2-9686-0316e2254393,1004
55,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_ef0da5f7-79e5-45bc-bd12-d70137054762.csv,ef0da5f7-79e5-45bc-bd12-d70137054762,1004
56,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_e49db734-9ccf-4581-ae15-cbda39262bbf.csv,e49db734-9ccf-4581-ae15-cbda39262bbf,1004
57,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_cf15d497-b4d7-4bd4-9ba4-ae3bf0ed38b7.csv,cf15d497-b4d7-4bd4-9ba4-ae3bf0ed38b7,1004
58,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_b34c12f1-1927-4d6b-b936-d0328aed05a7.csv,b34c12f1-1927-4d6b-b936-d0328aed05a7,1004
59,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_12513701-85b5-4278-bd15-dafae072d599.csv,12513701-85b5-4278-bd15-dafae072d599,1004
60,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_c4babc3e-cf11-42c5-93e9-7c0ccb2f2507.csv,c4babc3e-cf11-42c5-93e9-7c0ccb2f2507,1004
61,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_a65ac7f5-e28d-4009-9cfb-05a06e8fa1a5.csv,a65ac7f5-e28d-4009-9cfb-05a06e8fa1a5,1004
62,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_1e0f16d8-3303-4c39-930b-ab3fff2c55cc.csv,1e0f16d8-3303-4c39-930b-ab3fff2c55cc,1004
63,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_0a439836-acf1-475b-a4dc-103e8fd5ecbc.csv,0a439836-acf1-475b-a4dc-103e8fd5ecbc,1004
64,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_c5f6bee5-4f02-4761-a848-d68f513e697e.csv,c5f6bee5-4f02-4761-a848-d68f513e697e,1004
65,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_6983d20c-94b3-4694-b1f1-06931c71ef1c.csv,6983d20c-94b3-4694-b1f1-06931c71ef1c,1004
66,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_32184eb0-2e4c-49a2-8d63-c1a67f9e17a3.csv,32184eb0-2e4c-49a2-8d63-c1a67f9e17a3,1004
67,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_63a65c00-7d4d-4ee2-909c-84cd2d50d805.csv,63a65c00-7d4d-4ee2-909c-84cd2d50d805,1004
68,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_855cdaf2-e00a-402d-b76b-0a3a4a10ff84.csv,855cdaf2-e00a-402d-b76b-0a3a4a10ff84,1004
69,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_184ffe2e-f6c6-414d-ae43-d01bcd5568d9.csv,184ffe2e-f6c6-414d-ae43-d01bcd5568d9,1004
70,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_1e051b85-eca9-4831-b1e3-444a4cb18269.csv,1e051b85-eca9-4831-b1e3-444a4cb18269,1004
71,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_4d38808c-a2e2-40bf-9804-6cc0ad9b7383.csv,4d38808c-a2e2-40bf-9804-6cc0ad9b7383,1004
72,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_8340ba3e-2a36-4bcc-bf6f-bfdc852538d0.csv,8340ba3e-2a36-4bcc-bf6f-bfdc852538d0,1004
73,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_74e7102c-8a25-43e5-8f23-f0cfb6a9a58f.csv,74e7102c-8a25-43e5-8f23-f0cfb6a9a58f,1004
74,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_49202934-d5f5-4e83-8c61-c04ed0ae4a35.csv,49202934-d5f5-4e83-8c61-c04ed0ae4a35,1004
75,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_7259459c-3242-474e-89ad-28c4bae46b87.csv,7259459c-3242-474e-89ad-28c4bae46b87,1004
76,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_adaecec4-fb45-4fcb-8056-8f5ab6116c49.csv,adaecec4-fb45-4fcb-8056-8f5ab6116c49,1004
77,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_a47b5b1d-34b1-40ae-b03e-d1c75e054d49.csv,a47b5b1d-34b1-40ae-b03e-d1c75e054d49,1004
78,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_1d624788-41fd-4c7d-b2c3-2fed920457f6.csv,1d624788-41fd-4c7d-b2c3-2fed920457f6,1004
79,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_9312d505-c3c9-4d2a-88ba-2ce1d3d451a8.csv,9312d505-c3c9-4d2a-88ba-2ce1d3d451a8,1004
80,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_ff0e52c1-b449-4bb4-8465-e35535c1c667.csv,ff0e52c1-b449-4bb4-8465-e35535c1c667,1004
81,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1004_a373e8f0-8c0f-4660-b4ba-ea87bea012fe.csv,a373e8f0-8c0f-4660-b4ba-ea87bea012fe,1004
82,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_0dfd3d96-7b99-4522-9bf5-c39046fcf096.csv,0dfd3d96-7b99-4522-9bf5-c39046fcf096,1006
83,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_f8946f25-022a-47ba-9868-69120c94b0f2.csv,f8946f25-022a-47ba-9868-69120c94b0f2,1006
84,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_27c0e5f5-d68f-4c42-a327-1bce67d5d394.csv,27c0e5f5-d68f-4c42-a327-1bce67d5d394,1006
85,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_eed7c640-e9a9-4c1f-a5f2-36385c73b0ea.csv,eed7c640-e9a9-4c1f-a5f2-36385c73b0ea,1006
86,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_ec3a340a-1ce0-42be-912d-6a537474facf.csv,ec3a340a-1ce0-42be-912d-6a537474facf,1006
87,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_9d41900e-9a38-4a4c-9963-8fc6a54dd24c.csv,9d41900e-9a38-4a4c-9963-8fc6a54dd24c,1006
88,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_432acdf1-9802-4508-8a33-b75cee3636e7.csv,432acdf1-9802-4508-8a33-b75cee3636e7,1006
89,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_ef25ea20-65f6-4cf6-9065-6fddcbd8c165.csv,ef25ea20-65f6-4cf6-9065-6fddcbd8c165,1006
90,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_932197a8-dca4-4a3e-8ea6-413369bbc08d.csv,932197a8-dca4-4a3e-8ea6-413369bbc08d,1006
91,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_3f638137-e1ef-4173-8d95-f1be574cc5c4.csv,3f638137-e1ef-4173-8d95-f1be574cc5c4,1006
92,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_5022980a-ccea-452f-887a-c67b58c82c22.csv,5022980a-ccea-452f-887a-c67b58c82c22,1006
93,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_62b06ad2-44ce-4ff3-8738-0229dcfcf0f8.csv,62b06ad2-44ce-4ff3-8738-0229dcfcf0f8,1006
94,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_19139e4f-0281-4b8c-8fdf-16df5d9e6e11.csv,19139e4f-0281-4b8c-8fdf-16df5d9e6e11,1006
95,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_0ca76d3f-ef24-4b60-9dc1-d6d092c65f71.csv,0ca76d3f-ef24-4b60-9dc1-d6d092c65f71,1006
96,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_35a66db9-732d-426c-8ff9-0fc3e8464eef.csv,35a66db9-732d-426c-8ff9-0fc3e8464eef,1006
97,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_e6433883-51c5-4892-9a0f-6bb45824d03c.csv,e6433883-51c5-4892-9a0f-6bb45824d03c,1006
98,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_9ddc336b-1c09-40ec-ba48-ca3872e9a8c8.csv,9ddc336b-1c09-40ec-ba48-ca3872e9a8c8,1006
99,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_0d348560-5e96-4066-83f5-bf7420d01141.csv,0d348560-5e96-4066-83f5-bf7420d01141,1006
100,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_437da5ec-c6e7-4151-91a1-29f46328b465.csv,437da5ec-c6e7-4151-91a1-29f46328b465,1006
101,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_a6d798cd-fa82-4c9b-a109-42ef181c6630.csv,a6d798cd-fa82-4c9b-a109-42ef181c6630,1006
102,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336.csv,00bbb4c4-bb9a-4c3a-9c1b-3bf5f079d336,1006
103,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_29457aec-ab0a-43e7-a1ea-d0ee2600b73a.csv,29457aec-ab0a-43e7-a1ea-d0ee2600b73a,1006
104,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_851c6c57-1bfc-4294-bdee-a29d8781d1cc.csv,851c6c57-1bfc-4294-bdee-a29d8781d1cc,1006
105,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_9168bde2-364f-4805-abcf-82908a2800c6.csv,9168bde2-364f-4805-abcf-82908a2800c6,1006
106,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_ce244565-bd09-4e45-8af2-521c8bbe27ce.csv,ce244565-bd09-4e45-8af2-521c8bbe27ce,1006
107,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_0514cc23-74af-4624-8f4b-33c92e98a2f6.csv,0514cc23-74af-4624-8f4b-33c92e98a2f6,1006
108,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_5703c24d-5adb-45ae-a01d-c7ed2efec6ba.csv,5703c24d-5adb-45ae-a01d-c7ed2efec6ba,1006
109,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_e99ca464-11dd-46ba-83db-af554d046aac.csv,e99ca464-11dd-46ba-83db-af554d046aac,1006
110,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_5d8b5847-e01f-43c6-bdea-f164ba581a22.csv,5d8b5847-e01f-43c6-bdea-f164ba581a22,1006
111,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_28611db5-55a6-44c1-8a52-fe1ac200a2c0.csv,28611db5-55a6-44c1-8a52-fe1ac200a2c0,1006
112,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_3f14f15b-52c9-4e64-8067-10ae2ef949aa.csv,3f14f15b-52c9-4e64-8067-10ae2ef949aa,1006
113,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_eae51aee-8157-4e3e-bddf-c89562da438e.csv,eae51aee-8157-4e3e-bddf-c89562da438e,1006
114,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_2a60e30a-1b88-43ab-8a0e-7d8cbd1daf82.csv,2a60e30a-1b88-43ab-8a0e-7d8cbd1daf82,1006
115,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_76d625ac-2cf3-4ea6-bd80-65f2f3874355.csv,76d625ac-2cf3-4ea6-bd80-65f2f3874355,1006
116,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_1d19c55e-d460-430d-98ee-73ad4a6d8268.csv,1d19c55e-d460-430d-98ee-73ad4a6d8268,1006
117,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_46d9dd72-5372-44e2-929c-52d13b9874b4.csv,46d9dd72-5372-44e2-929c-52d13b9874b4,1006
118,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1006_4a0e5d1b-9a28-4b17-8d41-37c24a0cc6ae.csv,4a0e5d1b-9a28-4b17-8d41-37c24a0cc6ae,1006
119,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_0fb89752-d513-4500-8753-d4d2fdc29907.csv,0fb89752-d513-4500-8753-d4d2fdc29907,1007
120,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_5f8d4735-f48b-48c4-90fe-870c17e40a8f.csv,5f8d4735-f48b-48c4-90fe-870c17e40a8f,1007
121,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_d9d41941-df97-42db-be98-50fb4304b482.csv,d9d41941-df97-42db-be98-50fb4304b482,1007
122,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_5effef31-2e59-4626-a1a9-612513cfedbd.csv,5effef31-2e59-4626-a1a9-612513cfedbd,1007
123,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_9b1e4fe6-32ad-4b42-b8c0-3b368154763b.csv,9b1e4fe6-32ad-4b42-b8c0-3b368154763b,1007
124,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_79f34b92-483d-45b9-82cc-5e7db0ed68c2.csv,79f34b92-483d-45b9-82cc-5e7db0ed68c2,1007
125,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_bea3e480-aa8d-4d0c-ab56-8620dca0415f.csv,bea3e480-aa8d-4d0c-ab56-8620dca0415f,1007
126,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_829f4bab-393a-4614-bc6f-8205314ce09d.csv,829f4bab-393a-4614-bc6f-8205314ce09d,1007
127,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_121bc9e5-863b-4561-9aaf-18dc23bd1ff1.csv,121bc9e5-863b-4561-9aaf-18dc23bd1ff1,1007
128,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_28fbb634-2cc5-40ed-8d26-3bc1fa951f69.csv,28fbb634-2cc5-40ed-8d26-3bc1fa951f69,1007
129,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_1a39d1bd-d1d1-4133-a3d2-678212729e2f.csv,1a39d1bd-d1d1-4133-a3d2-678212729e2f,1007
130,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_fbf4f6d0-fe7e-4629-8275-95234ead58a7.csv,fbf4f6d0-fe7e-4629-8275-95234ead58a7,1007
131,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_a18f4894-3ba5-4606-86a9-83693e9763fd.csv,a18f4894-3ba5-4606-86a9-83693e9763fd,1007
132,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_89455dd3-3345-4d6f-b0bf-fe0feeb59f9e.csv,89455dd3-3345-4d6f-b0bf-fe0feeb59f9e,1007
133,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_31a6ecd7-9941-44a2-9067-4c0b67eb89b6.csv,31a6ecd7-9941-44a2-9067-4c0b67eb89b6,1007
134,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_4bc51b90-bfce-4231-85e1-5de3b4bc0745.csv,4bc51b90-bfce-4231-85e1-5de3b4bc0745,1007
135,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_5a1ce6dd-45a1-4bae-9777-65ed867c44cd.csv,5a1ce6dd-45a1-4bae-9777-65ed867c44cd,1007
136,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_8230f859-9ac4-44f4-a2a1-6dfb05503b28.csv,8230f859-9ac4-44f4-a2a1-6dfb05503b28,1007
137,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_8aecd65f-5fba-4374-8705-1cc2dd078182.csv,8aecd65f-5fba-4374-8705-1cc2dd078182,1007
138,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_e14ad8a5-6a4b-4aa7-806e-89c0761c85ae.csv,e14ad8a5-6a4b-4aa7-806e-89c0761c85ae,1007
139,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_e7e0edaa-0b81-4087-8c14-eff58313218b.csv,e7e0edaa-0b81-4087-8c14-eff58313218b,1007
140,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_2da0ddb6-8c82-4960-9a90-a16d5fba6742.csv,2da0ddb6-8c82-4960-9a90-a16d5fba6742,1007
141,cispd,smartwatch,accelerometer,cispd_smartwatch_accelerometer_1007_26c87488-28d7-4f25-8a8d-a6363a09b92a.csv,26c87488-28d7-4f25-8a8d-a6363a09b92a,1007
