Timestamp,X,Y,Z
0.959,-0.45336914,-0.068115234,-0.17016602
0.979,-0.54296875,-0.21289063,-0.103759766
0.999,-0.69750977,-0.41992188,0.017333984
1.019,-0.7536621,-0.57250977,0.118896484
1.039,-0.7409668,-0.5114746,0.17675781
1.059,-0.8198242,-0.45361328,0.18896484
1.079,-0.98999023,-0.31152344,0.072753906
1.099,-1.1208496,-0.234375,0.045654297
1.119,-1.1452637,0.032958984,0.072265625
1.139,-1.1489258,0.2529297,0.091552734
1.159,-1.1484375,0.45385742,0.21972656
1.179,-1.1787109,0.6291504,0.2434082
1.199,-1.1772461,0.53271484,0.4831543
1.219,-1.348877,0.021484375,0.44873047
1.239,-1.1774902,-0.15771484,0.49609375
1.259,-1.2006836,0.10595703,0.39941406
1.279,-1.0119629,0.16381836,0.25048828
1.299,-1.0515137,0.09863281,0.21899414
1.319,-1.2182617,0.12011719,0.20166016
1.339,-1.3874512,0.16040039,0.17211914
1.359,-1.4543457,0.061523438,0.19824219
1.379,-1.2280273,-0.26879883,0.3527832
1.399,-1.0666504,-0.55444336,0.3671875
1.419,-1.0292969,-0.47924805,0.17944336
1.439,-0.8010254,-0.19213867,-0.055908203
1.459,-0.61572266,0.006347656,-0.05493164
1.479,-0.61376953,-0.02368164,-0.003417969
1.499,-0.57592773,-0.060546875,0.03491211
1.519,-0.48388672,-0.080322266,0.06665039
1.539,-0.501709,0.014404297,0.044189453
1.559,-0.58569336,0.080566406,-0.009765625
1.579,-0.6184082,0.12426758,-0.04248047
1.599,-0.73876953,0.11206055,-0.061767578
1.619,-0.8977051,0.06323242,0.006103516
1.639,-1.0029297,0.08129883,0.041503906
1.659,-1.1003418,0.1459961,0.056396484
1.679,-1.2070313,0.3779297,-0.08666992
1.699,-1.2438965,0.44189453,-0.15917969
1.719,-1.2941895,0.2685547,-0.10961914
1.739,-1.3408203,0.13330078,-0.044433594
1.759,-1.3378906,0.2097168,0.05029297
1.779,-1.2792969,0.27490234,0.10668945
1.799,-1.0671387,0.13012695,0.08862305
1.819,-1.0148926,0.09716797,0.052246094
1.839,-1.2055664,0.1459961,0.049560547
1.859,-1.2966309,0.087402344,0.12695313
1.879,-1.4680176,-0.08325195,0.21533203
1.898,-1.5673828,-0.19116211,0.25170898
1.918,-1.4179688,-0.12426758,0.23291016
1.938,-1.3029785,-0.008789063,0.20581055
1.958,-1.1101074,-0.08666992,0.0949707
1.978,-0.84765625,-0.1328125,0.08886719
1.998,-0.6911621,-0.057617188,0.048095703
2.018,-0.5761719,0.025634766,-0.0703125
2.038,-0.4152832,0.028320313,-0.018554688
2.058,-0.43408203,0.03173828,0.052246094
2.078,-0.6459961,-0.055664063,0.100097656
2.098,-0.77734375,-0.2722168,0.09423828
2.118,-0.7871094,-0.48217773,0.2487793
2.138,-0.7961426,-0.41479492,0.28955078
2.158,-0.8461914,-0.0859375,0.20263672
2.178,-0.9580078,0.06738281,0.07128906
2.198,-1.1083984,-0.17700195,0.036132813
2.218,-1.1860352,-0.1862793,0.08203125
2.238,-1.2036133,-0.07836914,0.032470703
2.258,-1.217041,-0.02319336,0.05810547
2.278,-1.1884766,0.017822266,0.12597656
2.298,-1.234375,0.15649414,0.45092773
2.318,-1.3312988,0.43847656,0.7687988
2.338,-1.1276855,0.25610352,0.33325195
2.358,-0.8210449,0.076416016,0.21484375
2.378,-0.9938965,0.30151367,0.23876953
2.398,-1.2597656,0.27026367,0.24804688
2.418,-1.1582031,0.07421875,0.30688477
2.438,-1.3354492,0.12573242,0.28173828
2.458,-1.4069824,0.1340332,0.16015625
2.478,-1.1689453,-0.10913086,0.10986328
2.498,-0.8234863,-0.4399414,0.2043457
2.518,-0.87524414,-0.4399414,0.06518555
2.538,-1.1206055,-0.2614746,-0.05053711
2.558,-0.92822266,-0.091308594,-0.041259766
2.578,-0.657959,-0.12231445,0.003417969
2.598,-0.529541,-0.2421875,-0.006835938
2.618,-0.49902344,-0.2409668,-0.061035156
2.638,-0.55737305,-0.17504883,-0.1262207
2.658,-0.6682129,-0.26635742,-0.19604492
2.678,-0.73876953,-0.3544922,-0.1394043
2.698,-0.7871094,-0.29760742,0.016845703
2.718,-0.921875,-0.2409668,0.10864258
2.738,-0.93652344,-0.22314453,-0.020507813
2.757,-1.0031738,0.010009766,-0.1796875
2.777,-1.1486816,0.33862305,-0.2709961
2.797,-1.1193848,0.3371582,-0.2800293
2.817,-1.1542969,0.28222656,-0.28076172
2.837,-1.1750488,0.24145508,-0.2529297
2.857,-1.2287598,0.17675781,-0.12207031
2.877,-1.2124023,0.26757813,-0.061523438
2.897,-1.1010742,0.32348633,0.02758789
2.917,-1.0412598,0.30004883,0.13769531
2.937,-1.1018066,0.4099121,0.16845703
2.957,-1.161377,0.46826172,0.20581055
2.977,-1.3259277,0.41381836,0.26733398
2.997,-1.4567871,0.30371094,0.32763672
3.017,-1.4794922,0.23950195,0.3479004
3.037,-1.3212891,0.20629883,0.3400879
3.057,-1.1530762,0.20874023,0.3725586
3.077,-1.0800781,0.14990234,0.30688477
3.097,-0.8859863,0.11206055,0.21777344
3.117,-0.71069336,0.12988281,0.18310547
3.137,-0.69628906,0.1418457,0.07470703
3.157,-0.6274414,0.052978516,-0.018554688
3.177,-0.52685547,-0.07519531,-0.019042969
3.197,-0.64990234,-0.37280273,0.032226563
3.217,-0.83374023,-0.6022949,0.059570313
3.237,-0.7980957,-0.4267578,0.14892578
3.257,-0.8496094,-0.07055664,0.18359375
3.277,-1.0371094,0.01977539,0.12451172
3.297,-1.138916,-0.20874023,0.1538086
3.317,-1.1281738,-0.29833984,0.23852539
3.337,-1.0983887,-0.046142578,0.22338867
3.357,-1.2006836,0.17407227,0.10522461
3.377,-1.1584473,0.28955078,0.08227539
3.397,-1.1032715,0.41796875,0.12963867
3.417,-1.0864258,0.560791,0.31835938
3.437,-1.2719727,0.8063965,0.5214844
3.457,-1.1987305,0.58154297,0.41479492
3.477,-0.8635254,0.29833984,0.18408203
3.497,-0.77612305,0.23510742,0.09326172
3.517,-0.9970703,0.14428711,0.06567383
3.537,-1.032959,0.010253906,0.18457031
3.557,-1.0583496,-0.07519531,0.27685547
3.577,-1.2541504,-0.14941406,0.2692871
3.597,-1.1887207,-0.023925781,0.18920898
3.617,-1.0388184,-0.049560547,0.21899414
3.637,-1.0046387,0.10644531,0.1574707
3.657,-1.246582,-0.007568359,0.11254883
3.677,-1.2587891,-0.19824219,0.15844727
3.697,-0.98413086,-0.1730957,0.10522461
3.717,-0.79174805,-0.13452148,0.08618164
3.736,-0.74121094,-0.2175293,0.055419922
3.756,-0.7507324,-0.24804688,0.016845703
3.776,-0.779541,-0.22729492,-0.059814453
3.796,-0.7766113,-0.21362305,-0.14477539
3.816,-0.7709961,-0.2409668,-0.16357422
3.836,-0.7687988,-0.2199707,-0.11669922
3.856,-0.8112793,-0.13623047,-0.064697266
3.876,-0.7902832,-0.04296875,-0.071777344
3.896,-0.8029785,0.051513672,-0.12548828
3.916,-0.8718262,0.21435547,-0.22021484
3.936,-0.9506836,0.26538086,-0.1809082
3.956,-1.0187988,0.29882813,-0.072753906
3.976,-1.0908203,0.38232422,0.009521484
3.996,-1.1396484,0.3894043,0.11816406
4.016,-1.1550293,0.39990234,0.22436523
4.036,-1.1120605,0.38891602,0.3161621
4.056,-1.0871582,0.41186523,0.3474121
4.076,-0.9538574,0.40820313,0.2854004
4.096,-0.842041,0.3642578,0.23168945
4.116,-0.96362305,0.34960938,0.2619629
4.136,-1.1943359,0.2854004,0.29052734
4.156,-1.3210449,0.22680664,0.25610352
4.176,-1.302002,0.22705078,0.21899414
4.196,-1.3232422,0.24609375,0.20654297
4.216,-1.4147949,0.17944336,0.18408203
4.236,-1.3937988,0.07421875,0.23803711
4.256,-1.2963867,0.07421875,0.23510742
4.276,-1.1279297,0.17285156,0.12158203
4.296,-0.99365234,0.2133789,-0.032958984
4.316,-0.9296875,0.15771484,-0.095947266
4.336,-0.90600586,0.08984375,-0.05517578
4.356,-0.85668945,0.01953125,0.049560547
4.376,-0.8208008,-0.095458984,0.08300781
4.396,-0.8154297,-0.14233398,0.07348633
4.416,-0.7922363,-0.040283203,0.13208008
4.436,-0.8105469,0.014648438,0.24658203
4.456,-0.85302734,-0.10839844,0.35742188
4.476,-0.90405273,-0.18676758,0.35131836
4.496,-0.96850586,-0.052978516,0.26489258
4.516,-1.0651855,0.02734375,0.18115234
4.536,-1.1655273,0.14770508,0.12792969
4.556,-1.1899414,0.23461914,0.07543945
4.576,-1.1420898,0.2253418,0.12548828
4.596,-1.1364746,0.100097656,0.19165039
4.616,-1.0930176,0.19018555,0.203125
4.636,-1.0771484,0.2709961,0.11010742
4.656,-1.0288086,0.07714844,-0.019042969
4.676,-1.0490723,-0.14648438,-0.056396484
4.696,-1.0852051,-0.21948242,0.025390625
4.716,-1.0900879,-0.22973633,0.08227539
4.736,-1.0354004,-0.21313477,0.045654297
4.756,-0.9111328,-0.19433594,-0.002441406
4.776,-0.82128906,-0.10986328,0.034179688
4.796,-0.9494629,-0.0637207,0.08862305
4.816,-1.1142578,-0.25146484,0.1940918
4.836,-1.1699219,-0.2770996,0.1940918
4.856,-1.0742188,-0.20751953,0.15917969
4.876,-0.94091797,-0.13427734,0.115478516
4.896,-0.84643555,-0.020507813,0.08935547
4.916,-0.8354492,0.07885742,0.053466797
4.936,-0.8234863,0.09692383,0.043701172
4.956,-0.7429199,0.014404297,0.052734375
4.976,-0.74316406,-0.013183594,0.041259766
4.996,-0.7414551,0.055419922,-0.002441406
5.016,-0.78100586,0.068603516,-0.015625
5.036,-0.82055664,0.032470703,0.041503906
5.056,-0.9482422,0.103271484,0.057861328
5.076,-1.0039063,0.12158203,0.010009766
5.095,-0.9968262,0.059570313,-0.024169922
5.115,-0.97265625,0.017333984,-0.068359375
5.135,-0.9645996,-0.08276367,-0.09033203
5.155,-0.9362793,-0.13427734,-0.07543945
5.175,-0.9711914,-0.13061523,-0.03881836
5.195,-1.0273438,-0.09667969,-0.004882813
5.215,-1.0424805,-0.11669922,0.047851563
5.235,-1.0546875,-0.15795898,0.14526367
5.255,-1.0732422,-0.08959961,0.20532227
5.275,-1.0788574,-0.010498047,0.2512207
5.295,-1.1313477,0.09399414,0.23291016
5.315,-1.1271973,0.20922852,0.19018555
5.335,-1.095459,0.2512207,0.13745117
5.355,-1.050293,0.1796875,0.09033203
5.375,-1.0366211,0.10498047,0.049560547
5.395,-1.1223145,0.034179688,0.061279297
5.415,-1.2268066,0.049316406,0.06713867
5.435,-1.3288574,0.07006836,0.07763672
5.455,-1.3425293,0.053466797,0.1381836
5.475,-1.2558594,0.067871094,0.17163086
5.495,-1.1599121,0.07836914,0.09399414
5.515,-1.0375977,0.13720703,0.004882813
5.535,-0.8547363,0.23950195,-0.1472168
5.555,-0.6862793,0.1640625,-0.2854004
5.575,-0.57006836,0.053710938,-0.18774414
5.595,-0.63183594,0.03881836,-0.020751953
5.615,-0.82470703,0.049072266,0.0390625
5.635,-0.9211426,-0.05883789,0.12670898
5.655,-0.94140625,-0.1640625,0.2133789
5.675,-0.9980469,-0.28344727,0.22558594
5.695,-1.0249023,-0.29541016,0.23022461
5.715,-1.0310059,-0.1784668,0.25268555
5.735,-0.98876953,-0.11450195,0.31079102
5.755,-0.91015625,-0.100097656,0.3269043
5.775,-0.9003906,0.015625,0.29882813
5.795,-0.94970703,0.1694336,0.23779297
5.815,-0.94140625,0.20043945,0.15209961
5.835,-0.9182129,0.16333008,0.12719727
5.855,-1.0480957,0.12182617,0.26831055
5.875,-1.251709,0.14379883,0.32226563
5.895,-1.2399902,0.22265625,0.2631836
5.915,-1.1455078,0.24047852,0.18896484
5.935,-1.1401367,0.19726563,0.13427734
5.955,-1.2602539,0.12036133,0.032714844
5.975,-1.2575684,0.15429688,0.051513672
5.995,-1.3364258,0.09399414,0.08154297
6.015,-1.4101563,-0.27001953,0.002441406
6.035,-1.2512207,-0.5510254,-0.036621094
6.055,-1.1108398,-0.6711426,0.008544922
6.075,-1.0041504,-0.6196289,0.049072266
6.095,-0.8786621,-0.41381836,0.045898438
6.115,-0.7392578,-0.27368164,0.020751953
6.135,-0.58447266,-0.23706055,-0.015136719
6.154,-0.47314453,-0.17944336,-0.013427734
6.174,-0.46362305,-0.19506836,0.007080078
6.194,-0.49804688,-0.23876953,0.0769043
6.214,-0.57421875,-0.23950195,0.084472656
6.234,-0.70996094,-0.04296875,0.038085938
6.254,-0.8996582,0.0871582,-0.007324219
6.274,-0.9880371,0.110839844,-0.072509766
6.294,-1.0024414,0.10180664,-0.13085938
6.314,-0.94873047,0.095458984,-0.095458984
6.334,-0.8659668,0.119140625,0.018310547
6.354,-0.8515625,0.15478516,0.049560547
6.374,-0.9223633,0.09033203,0.047607422
6.394,-1.0114746,-0.08105469,0.03149414
6.414,-1.1022949,-0.115234375,0.041259766
6.434,-1.2028809,-0.08544922,0.13232422
6.454,-1.3312988,0.002197266,0.21191406
6.474,-1.3056641,0.17358398,0.23291016
6.494,-1.1088867,0.36669922,0.15136719
6.514,-1.0270996,0.3544922,0.044921875
6.534,-1.0432129,0.14331055,0.02758789
6.554,-1.2109375,-0.009765625,0.11425781
6.574,-1.4406738,-0.08081055,0.2097168
6.594,-1.5488281,-0.13549805,0.29736328
6.614,-1.4624023,-0.12158203,0.30419922
6.634,-1.3054199,-0.12060547,0.2614746
6.654,-1.1928711,-0.12915039,0.17456055
6.674,-1.0419922,-0.12670898,0.08178711
6.694,-0.86279297,-0.050048828,-0.01586914
6.714,-0.7441406,0.01171875,-0.15014648
6.734,-0.64331055,-0.084228516,-0.13574219
6.754,-0.6184082,-0.22753906,-0.060791016
6.774,-0.6430664,-0.23242188,0.16235352
6.794,-0.64819336,-0.22021484,0.25976563
6.814,-0.68188477,-0.1821289,0.27319336
6.834,-0.7927246,0.007324219,0.1784668
6.854,-0.84228516,0.20629883,0.10131836
6.874,-0.842041,0.13916016,0.123291016
6.894,-0.93310547,0.001220703,0.18579102
6.914,-0.9831543,-0.041015625,0.25317383
6.934,-1.0708008,0.10522461,0.28173828
6.954,-1.239502,0.2290039,0.3474121
6.974,-1.3984375,0.34350586,0.3491211
6.994,-1.142334,0.37573242,0.19677734
7.014,-0.9746094,0.4482422,0.02709961
7.034,-1.013916,0.40551758,0.012939453
7.054,-1.1442871,0.17749023,0.17993164
7.074,-1.2502441,0.01586914,0.1887207
7.094,-1.0847168,-0.16723633,0.14746094
7.114,-0.9890137,-0.15283203,0.2512207
7.134,-1.0422363,-0.014404297,0.23583984
7.154,-1.0771484,0.026123047,-0.076171875
7.174,-0.78222656,0.107666016,-0.24414063
7.194,-0.6682129,-0.005126953,-0.099853516
7.214,-0.8430176,-0.32739258,0.23095703
7.234,-1.1623535,-0.34423828,0.36938477
7.254,-1.1669922,0.049804688,0.22460938
7.274,-0.95092773,0.3322754,0.04272461
7.294,-0.7463379,0.27514648,-0.05102539
7.314,-0.6394043,0.1003418,-0.06225586
7.334,-0.7211914,-0.011230469,-0.095458984
7.354,-0.85546875,-0.020263672,-0.13867188
7.374,-0.8076172,0.04272461,-0.15307617
7.394,-0.7285156,0.11450195,-0.22729492
7.414,-0.6791992,0.007568359,-0.2541504
7.434,-0.642334,0.024658203,-0.22290039
7.453,-0.7470703,0.18017578,-0.15063477
7.473,-0.9938965,0.3154297,-0.15991211
7.493,-1.1179199,0.1538086,-0.13378906
7.513,-1.1860352,0.052246094,0.011474609
7.533,-1.1721191,0.033691406,0.10595703
7.553,-1.2631836,0.1640625,0.22387695
7.573,-1.3630371,0.2927246,0.18261719
7.593,-1.3605957,0.44311523,0.15161133
7.613,-1.4296875,0.53515625,0.21655273
7.633,-1.5209961,0.5168457,0.3701172
7.653,-1.6628418,0.42285156,0.5241699
7.673,-1.5715332,0.29370117,0.65844727
7.693,-1.3557129,0.25952148,0.625
7.713,-1.0769043,0.27246094,0.48217773
7.733,-0.78808594,0.26611328,0.3371582
7.753,-0.5866699,0.22216797,0.2475586
7.773,-0.54296875,0.18945313,0.09399414
7.793,-0.41552734,0.13256836,0.010009766
7.813,-0.33666992,-0.012695313,-0.048828125
7.833,-0.43798828,-0.27685547,-0.004150391
7.853,-0.6074219,-0.5710449,0.21777344
7.873,-0.7602539,-0.56762695,0.47973633
7.893,-0.9230957,-0.11816406,0.5930176
7.913,-1.1967773,0.35253906,0.2758789
7.933,-1.0961914,0.25146484,0.095703125
7.953,-1.0996094,-0.115478516,0.24536133
7.973,-1.2585449,-0.06298828,0.23413086
7.993,-1.2409668,0.03100586,0.123535156
8.013,-1.248291,0.030273438,0.12451172
8.033,-1.4440918,0.10961914,0.20825195
8.053,-1.5268555,0.23510742,0.20727539
8.073,-1.1523438,0.3996582,0.111328125
8.093,-0.8586426,0.5336914,-0.001708984
8.113,-0.81030273,0.61938477,-0.00390625
8.133,-0.9770508,0.6621094,0.07885742
8.153,-1.0629883,0.6760254,0.056396484
8.173,-1.0285645,0.7775879,-0.02368164
8.193,-1.0061035,0.54541016,-0.014404297
8.213,-1.0224609,0.08642578,0.16259766
8.233,-1.0087891,-0.3413086,0.23168945
8.253,-0.9187012,-0.30859375,0.19384766
8.273,-0.98291016,0.099853516,0.22216797
8.293,-0.98657227,0.33813477,0.29516602
8.313,-0.8034668,0.4182129,0.34423828
8.333,-0.7001953,0.38793945,0.32006836
8.353,-0.7414551,0.25805664,0.22338867
8.373,-0.77246094,0.19580078,0.18457031
8.393,-0.8671875,0.23657227,0.20458984
8.413,-1.0234375,0.29711914,0.20703125
8.433,-1.1032715,0.32128906,0.21875
8.453,-1.1291504,0.35107422,0.16088867
8.473,-1.1713867,0.44311523,-0.04296875
8.493,-1.1765137,0.64501953,-0.059570313
8.513,-1.1794434,0.59887695,0.004882813
8.533,-1.0952148,0.47827148,-0.001220703
8.553,-1.0319824,0.7084961,-0.11450195
8.573,-1.0725098,1.0917969,-0.21289063
8.593,-1.0830078,1.2749023,-0.12084961
8.613,-1.0876465,1.0773926,0.017822266
8.633,-1.0063477,0.86865234,0.005615234
8.653,-0.8354492,0.8911133,-0.076416016
8.673,-0.7446289,1.1218262,-0.0847168
8.693,-0.69677734,1.1794434,-0.02709961
8.713,-0.65722656,1.0837402,0.11303711
8.733,-0.63012695,0.99609375,0.21362305
8.753,-0.6203613,1.1081543,0.23144531
8.773,-0.6298828,1.2348633,0.18945313
8.793,-0.5925293,1.1345215,0.10498047
8.813,-0.53881836,0.9121094,0.13574219
8.833,-0.49072266,0.7453613,0.13305664
8.853,-0.42211914,0.6484375,0.13793945
8.873,-0.37158203,0.58081055,0.03540039
8.892,-0.32763672,0.5686035,-0.119140625
8.912,-0.2939453,0.57055664,-0.20629883
8.932,-0.28051758,0.4880371,-0.23803711
8.952,-0.26660156,0.38598633,-0.30249023
8.972,-0.23144531,0.3857422,-0.3293457
8.992,-0.26245117,0.517334,-0.2854004
9.012,-0.33691406,0.59472656,-0.25
9.032,-0.40014648,0.59814453,-0.30615234
9.052,-0.36767578,0.67456055,-0.27319336
9.072,-0.36108398,0.7429199,-0.14111328
9.092,-0.34643555,0.85180664,0.024169922
9.112,-0.2644043,1.0368652,0.06640625
9.132,-0.19433594,1.1691895,-0.045166016
9.152,-0.13842773,1.2431641,-0.12011719
9.172,-0.06762695,1.2675781,-0.048095703
9.192,-0.007080078,1.2495117,0.061279297
9.212,0.056884766,1.1713867,0.07397461
9.232,0.13354492,1.0639648,0.0690918
9.252,0.20727539,1.1542969,0.07739258
9.272,0.2163086,1.354248,0.048583984
9.292,0.20458984,1.3356934,-0.034423828
9.312,0.1899414,1.0861816,0.044921875
9.332,0.18457031,0.8574219,0.15283203
9.352,0.14160156,0.75439453,0.25146484
9.372,0.05053711,0.8913574,0.20581055
9.392,-0.041748047,1.0395508,0.028808594
9.412,-0.118896484,0.95410156,0.10058594
9.432,-0.13964844,0.74902344,0.12670898
9.452,-0.08959961,0.97802734,0.12988281
9.472,-0.051513672,1.0864258,-0.03515625
9.492,-0.04321289,0.9223633,-0.053466797
9.512,-0.02709961,0.7463379,-0.006591797
9.532,0.03930664,0.80737305,-0.10888672
9.552,0.08300781,0.9436035,-0.20043945
9.572,0.08520508,1.0280762,-0.21459961
9.592,0.05419922,1.0720215,-0.20141602
9.612,-0.012207031,0.8894043,-0.2055664
9.632,0.012695313,0.8330078,-0.14941406
9.652,0.10644531,0.96435547,-0.0949707
9.672,0.13476563,1.0930176,-0.067871094
9.692,0.0925293,1.2514648,0.061279297
9.712,0.025146484,1.269043,0.017578125
9.732,0.018798828,1.1203613,0.05126953
9.752,0.091552734,1.0681152,0.17089844
9.772,0.16235352,1.1166992,0.19384766
9.792,0.234375,1.2583008,0.07739258
9.812,0.3076172,1.2509766,0.09350586
9.832,0.38134766,1.1945801,0.18432617
9.852,0.4597168,1.2539063,0.19873047
9.872,0.47827148,1.5686035,0.18115234
9.892,0.33276367,1.7441406,0.1315918
9.912,0.18603516,1.4560547,0.122802734
9.932,0.1237793,1.1184082,0.107910156
9.952,0.048339844,0.8989258,0.009521484
9.972,-0.020507813,0.78637695,-0.060546875
9.992,-0.038085938,0.7199707,-0.05102539
10.012,-0.06640625,0.75219727,-0.12548828
10.032,-0.08178711,0.7739258,-0.14672852
10.052,-0.4477539,1.045166,-1.1875
10.072,-0.52612305,0.82299805,-0.9211426
10.092,0.040283203,0.21411133,-0.07836914
10.112,0.2084961,-0.25170898,0.15844727
10.132,0.026367188,0.03540039,0.17138672
10.152,-0.16577148,0.8203125,-0.026855469
10.172,-0.07788086,0.90966797,-0.08959961
10.192,0.063964844,0.5913086,-0.06713867
10.212,-0.05810547,0.4729004,-0.17236328
10.232,-0.26220703,0.6503906,-0.20092773
10.252,-0.29589844,0.9140625,-0.24853516
10.272,-0.19458008,1.0400391,-0.28320313
10.292,-0.14819336,1.3027344,-0.3466797
10.312,-0.18896484,1.3762207,-0.38623047
10.332,-0.11767578,1.3278809,-0.34936523
10.351,-0.056396484,1.4609375,-0.21264648
10.371,-0.04736328,1.4001465,-0.17138672
10.391,-0.07910156,1.1025391,-0.06298828
10.411,-0.08251953,1.0632324,0.028076172
10.431,-0.0625,1.2797852,0.06518555
10.451,-0.15478516,1.137207,-0.005126953
10.471,-0.30004883,1.0534668,0.34887695
10.491,-0.3173828,0.98095703,0.68359375
10.511,-0.1394043,0.9609375,0.7036133
10.531,0.024902344,1.0305176,0.5637207
10.551,0.04248047,0.8925781,0.4165039
10.571,0.029296875,0.70947266,0.4777832
10.591,0.061279297,0.5998535,0.41137695
10.611,0.10498047,0.5209961,0.44506836
10.631,0.07446289,0.50219727,0.44360352
10.651,0.038085938,0.5974121,0.5061035
10.671,0.04272461,0.66259766,0.5559082
10.691,0.033203125,0.70092773,0.5383301
10.711,0.04321289,0.74438477,0.64624023
10.731,0.045898438,0.9082031,0.7307129
10.751,0.008300781,0.951416,0.7817383
10.771,-0.10595703,0.97094727,0.875
10.791,-0.22045898,0.90966797,0.8918457
10.811,-0.23388672,1.0568848,1.0012207
10.831,-0.1977539,1.1552734,1.0683594
10.851,-0.2097168,1.1125488,0.96533203
10.871,-0.22680664,1.0627441,0.9157715
10.891,-0.1821289,0.8449707,0.81933594
10.911,-0.083496094,1.1386719,0.935791
10.931,-0.00390625,0.9411621,1.0380859
10.951,-0.052734375,0.9328613,1.0852051
10.971,-0.12670898,1.0527344,0.94970703
10.991,-0.06347656,0.9812012,0.8066406
11.011,-0.036132813,0.7487793,0.7211914
11.031,0.033447266,0.6989746,0.52246094
11.051,0.14892578,0.68725586,0.41357422
11.071,0.23168945,0.6503906,0.31835938
11.091,0.27197266,0.60839844,0.23461914
11.111,0.25976563,0.55444336,0.17041016
11.131,0.22558594,0.45458984,0.21777344
11.151,0.2019043,0.42749023,0.22241211
11.171,0.1887207,0.5168457,0.28710938
11.191,0.13793945,0.5004883,0.35864258
11.211,0.05859375,0.43701172,0.28881836
11.231,-0.072265625,0.69921875,0.23095703
11.251,-0.15112305,0.8779297,0.2734375
11.271,-0.18188477,0.85913086,0.47021484
11.291,-0.13354492,0.78344727,0.5576172
11.311,-0.09033203,0.80444336,0.4272461
11.331,-0.048828125,1.0725098,0.515625
11.351,-0.01171875,1.125,0.52978516
11.371,0.009521484,1.0839844,0.6022949
11.391,0.09692383,1.2097168,0.6040039
11.411,0.23046875,1.3244629,0.5786133
11.431,0.29736328,1.2766113,0.5029297
11.451,0.22290039,1.1391602,0.44970703
11.471,0.19555664,1.2294922,0.46142578
11.491,0.10595703,1.2695313,0.42822266
11.511,0.026855469,1.166748,0.37402344
11.531,0.002929688,1.0800781,0.3178711
11.551,-0.011230469,1.0068359,0.30029297
11.571,-0.036621094,0.9123535,0.25756836
11.591,-0.07446289,0.7832031,0.18603516
11.61,-0.080322266,0.6923828,0.16308594
11.63,-0.057128906,0.6689453,0.13232422
11.65,-0.020996094,0.6303711,0.055664063
11.671,0.024902344,0.61328125,0.0625
11.691,0.06225586,0.61987305,0.071777344
11.71,0.08984375,0.5739746,0.13671875
11.73,0.1237793,0.61157227,0.20263672
11.75,0.1586914,0.70581055,0.18017578
11.77,0.19604492,0.7817383,0.20532227
11.79,0.2475586,0.8256836,0.26245117
11.81,0.28735352,0.892334,0.29174805
11.83,0.27416992,1.0031738,0.25952148
11.85,0.23217773,1.1313477,0.24511719
11.87,0.17089844,1.2219238,0.2919922
11.89,0.099365234,1.2675781,0.39916992
11.91,0.08496094,1.3615723,0.49316406
11.93,0.08886719,1.4311523,0.5263672
11.95,0.068603516,1.3452148,0.43066406
